year_code,quarter_code,commercial_district_code,total_foot_traffic_now,total_foot_traffic_previous,traffic_diff
2023,2,3110974,374463,445764,-71301
2023,2,3110973,1064595,1157676,-93081
2023,2,3110972,300241,353230,-52989
2023,2,3110971,766079,801351,-35272
2023,2,3110970,345026,352513,-7487
2023,2,3110969,870901,798395,72506
2023,2,3110968,286312,299532,-13220
2023,2,3110967,577113,724580,-147467
2023,2,3110966,1737383,1692375,45008
2023,2,3110961,1036621,916220,120401
2023,2,3110959,104503,60604,43899
2023,2,3110958,631876,624936,6940
2023,2,3110957,892731,910322,-17591
2023,2,3110956,543709,447761,95948
2023,2,3110955,2627304,2883664,-256360
2023,2,3110954,484847,461153,23694
2023,2,3110953,410970,440834,-29864
2023,2,3110952,211555,219900,-8345
2023,2,3110951,542830,598915,-56085
2023,2,3110949,363071,386687,-23616
2023,2,3110947,16311,40565,-24254
2023,2,3110945,30625,33414,-2789
2023,2,3110943,509724,496395,13329
2023,2,3110942,1665406,1782038,-116632
2023,2,3110940,402321,407419,-5098
2023,2,3110939,1950042,1988732,-38690
2023,2,3110936,201958,206232,-4274
2023,2,3110935,676232,643296,32936
2023,2,3110934,434562,428974,5588
2023,2,3110932,243387,239519,3868
2023,2,3110931,23381,24640,-1259
2023,2,3110930,468783,591557,-122774
2023,2,3110929,1621075,1546407,74668
2023,2,3110926,910428,1073432,-163004
2023,2,3110925,563745,617752,-54007
2023,2,3110924,423951,444902,-20951
2023,2,3110922,946379,838749,107630
2023,2,3110921,279612,421154,-141542
2023,2,3110919,598217,660942,-62725
2023,2,3110918,1067317,1051521,15796
2023,2,3110917,104475,110443,-5968
2023,2,3110916,730552,785595,-55043
2023,2,3110915,196967,184061,12906
2023,2,3110913,857722,859915,-2193
2023,2,3110912,153068,171517,-18449
2023,2,3110910,396497,362975,33522
2023,2,3110908,24748,22882,1866
2023,2,3110907,946698,887750,58948
2023,2,3110906,510904,559883,-48979
2023,2,3110905,389758,418929,-29171
2023,2,3110904,325103,261658,63445
2023,2,3110903,780686,826270,-45584
2023,2,3110902,2361213,2371751,-10538
2023,2,3110901,1198594,1183901,14693
2023,2,3110900,1805523,1917258,-111735
2023,2,3110899,875833,978066,-102233
2023,2,3110897,1494228,1506511,-12283
2023,2,3110896,191164,201277,-10113
2023,2,3110895,3797619,3936707,-139088
2023,2,3110893,92496,86944,5552
2023,2,3110892,4539008,4765615,-226607
2023,2,3110891,214433,147016,67417
2023,2,3110890,839686,851743,-12057
2023,2,3110889,465031,493061,-28030
2023,2,3110888,765765,726837,38928
2023,2,3110887,543328,523087,20241
2023,2,3110886,1137228,1137610,-382
2023,2,3110885,1417883,1461027,-43144
2023,2,3110884,725792,774529,-48737
2023,2,3110883,1370432,1159577,210855
2023,2,3110882,1673153,1656311,16842
2023,2,3110881,4775565,4391647,383918
2023,2,3110880,488917,493916,-4999
2023,2,3110879,301634,296407,5227
2023,2,3110878,617585,713230,-95645
2023,2,3110877,1291186,1352886,-61700
2023,2,3110876,515855,580655,-64800
2023,2,3110875,154610,173414,-18804
2023,2,3110874,1894285,1965060,-70775
2023,2,3110873,544847,661996,-117149
2023,2,3110872,882548,799463,83085
2023,2,3110871,769173,740563,28610
2023,2,3110869,4242644,4713491,-470847
2023,2,3110868,711403,731116,-19713
2023,2,3110867,1271223,1315631,-44408
2023,2,3110866,1218251,1272469,-54218
2023,2,3110865,2213523,2216555,-3032
2023,2,3110864,1517761,1782532,-264771
2023,2,3110863,786367,931871,-145504
2023,2,3110862,431572,740511,-308939
2023,2,3110861,1960232,2112716,-152484
2023,2,3110860,469072,486038,-16966
2023,2,3110859,519233,586431,-67198
2023,2,3110858,643715,502012,141703
2023,2,3110857,1102070,1110693,-8623
2023,2,3110856,872780,888439,-15659
2023,2,3110855,1056048,1317326,-261278
2023,2,3110854,391008,428616,-37608
2023,2,3110853,1796750,1770760,25990
2023,2,3110852,525919,778394,-252475
2023,2,3110851,1285236,1186040,99196
2023,2,3110850,2482012,2564820,-82808
2023,2,3110849,1988480,1867712,120768
2023,2,3110848,1201667,1448207,-246540
2023,2,3110847,798162,874741,-76579
2023,2,3110846,2681256,2819947,-138691
2023,2,3110845,354183,388186,-34003
2023,2,3110843,502268,489008,13260
2023,2,3110842,173460,165884,7576
2023,2,3110841,823505,1421098,-597593
2023,2,3110840,1312747,963766,348981
2023,2,3110839,906157,781231,124926
2023,2,3110838,131807,152362,-20555
2023,2,3110837,1762814,1900732,-137918
2023,2,3110836,1475681,1550973,-75292
2023,2,3110835,188835,162976,25859
2023,2,3110833,567844,598244,-30400
2023,2,3110832,586921,601311,-14390
2023,2,3110831,548527,531073,17454
2023,2,3110830,579534,593594,-14060
2023,2,3110829,776780,744866,31914
2023,2,3110828,1754951,1880340,-125389
2023,2,3110827,606943,569912,37031
2023,2,3110826,599286,725238,-125952
2023,2,3110825,2156899,2071345,85554
2023,2,3110824,222588,262863,-40275
2023,2,3110823,739997,694445,45552
2023,2,3110822,695214,568546,126668
2023,2,3110821,1423440,1399833,23607
2023,2,3110820,810941,872929,-61988
2023,2,3110819,960760,836282,124478
2023,2,3110818,354964,154028,200936
2023,2,3110817,374469,327969,46500
2023,2,3110816,872067,718193,153874
2023,2,3110815,1161360,1545950,-384590
2023,2,3110814,1240758,1388848,-148090
2023,2,3110813,1395278,1310206,85072
2023,2,3110812,591525,605664,-14139
2023,2,3110811,540442,436812,103630
2023,2,3110810,1511153,1644995,-133842
2023,2,3110809,430824,415346,15478
2023,2,3110807,487639,488405,-766
2023,2,3110805,320407,316542,3865
2023,2,3110804,932991,865956,67035
2023,2,3110803,1347145,1342814,4331
2023,2,3110802,534791,590315,-55524
2023,2,3110800,156845,156306,539
2023,2,3110799,164118,171676,-7558
2023,2,3110798,126339,133104,-6765
2023,2,3110796,113724,84563,29161
2023,2,3110795,1072204,1111326,-39122
2023,2,3110794,1005137,849832,155305
2023,2,3110792,1905141,2140773,-235632
2023,2,3110791,114540,115876,-1336
2023,2,3110790,637572,728247,-90675
2023,2,3110789,576091,567812,8279
2023,2,3110788,96122,83972,12150
2023,2,3110787,1547568,1287967,259601
2023,2,3110786,406149,422344,-16195
2023,2,3110785,1207730,1088925,118805
2023,2,3110784,177465,195942,-18477
2023,2,3110783,262533,232082,30451
2023,2,3110782,195818,184598,11220
2023,2,3110781,1228043,1340522,-112479
2023,2,3110780,362092,334757,27335
2023,2,3110778,1270418,1227777,42641
2023,2,3110777,305322,266202,39120
2023,2,3110776,801445,805026,-3581
2023,2,3110775,290729,309395,-18666
2023,2,3110774,500578,478308,22270
2023,2,3110772,297595,321287,-23692
2023,2,3110771,419541,423149,-3608
2023,2,3110770,864645,649556,215089
2023,2,3110769,630433,517724,112709
2023,2,3110768,248913,222173,26740
2023,2,3110767,229406,253570,-24164
2023,2,3110766,1255319,1230753,24566
2023,2,3110765,362131,325251,36880
2023,2,3110762,1699847,1837143,-137296
2023,2,3110760,790290,772011,18279
2023,2,3110758,330610,358095,-27485
2023,2,3110757,223528,205887,17641
2023,2,3110756,226744,215909,10835
2023,2,3110755,248992,266436,-17444
2023,2,3110754,1436087,1509782,-73695
2023,2,3110753,974238,1004669,-30431
2023,2,3110752,764819,781327,-16508
2023,2,3110751,1012103,1009017,3086
2023,2,3110750,733307,876889,-143582
2023,2,3110749,573002,608378,-35376
2023,2,3110748,390903,374387,16516
2023,2,3110747,159550,156529,3021
2023,2,3110746,193467,210408,-16941
2023,2,3110745,414327,417513,-3186
2023,2,3110744,1763848,1614892,148956
2023,2,3110743,769486,890975,-121489
2023,2,3110742,76342,70863,5479
2023,2,3110741,534086,626260,-92174
2023,2,3110740,1748198,1555593,192605
2023,2,3110739,28924,29944,-1020
2023,2,3110738,753600,888302,-134702
2023,2,3110737,1167644,1570345,-402701
2023,2,3110736,896497,813336,83161
2023,2,3110735,941003,1095627,-154624
2023,2,3110734,40902,22825,18077
2023,2,3110733,294958,238521,56437
2023,2,3110732,435488,359003,76485
2023,2,3110731,386382,445931,-59549
2023,2,3110730,578900,540242,38658
2023,2,3110729,666565,607517,59048
2023,2,3110728,189885,172975,16910
2023,2,3110727,403299,379026,24273
2023,2,3110726,281737,247945,33792
2023,2,3110725,188387,215475,-27088
2023,2,3110724,580960,618327,-37367
2023,2,3110723,310412,304226,6186
2023,2,3110722,328550,356030,-27480
2023,2,3110721,1101631,1125484,-23853
2023,2,3110720,920582,1053952,-133370
2023,2,3110719,301169,309623,-8454
2023,2,3110718,934752,969034,-34282
2023,2,3110717,2861506,3006486,-144980
2023,2,3110716,429394,410540,18854
2023,2,3110715,290406,295090,-4684
2023,2,3110714,1455674,1542419,-86745
2023,2,3110713,2775738,2826905,-51167
2023,2,3110712,2581237,2086279,494958
2023,2,3110711,1202351,1294880,-92529
2023,2,3110710,2322105,2357426,-35321
2023,2,3110709,1185513,1290144,-104631
2023,2,3110708,303069,353392,-50323
2023,2,3110707,1039872,1127802,-87930
2023,2,3110706,245815,294212,-48397
2023,2,3110703,637002,620683,16319
2023,2,3110702,806888,1085231,-278343
2023,2,3110701,656400,677330,-20930
2023,2,3110700,1039178,963625,75553
2023,2,3110699,457408,504396,-46988
2023,2,3110698,704730,713574,-8844
2023,2,3110697,480494,551799,-71305
2023,2,3110696,804714,594075,210639
2023,2,3110695,1535181,1610900,-75719
2023,2,3110694,1876836,1854474,22362
2023,2,3110693,157573,102904,54669
2023,2,3110692,794756,1014213,-219457
2023,2,3110691,683280,715768,-32488
2023,2,3110690,1777186,1923619,-146433
2023,2,3110689,1097176,662904,434272
2023,2,3110688,804910,970411,-165501
2023,2,3110687,61320,61932,-612
2023,2,3110686,906456,759932,146524
2023,2,3110684,75950,58476,17474
2023,2,3110683,274498,277253,-2755
2023,2,3110681,27672,29670,-1998
2023,2,3110680,218629,224010,-5381
2023,2,3110679,217471,249036,-31565
2023,2,3110678,148446,170586,-22140
2023,2,3110677,198503,183859,14644
2023,2,3110676,451476,452165,-689
2023,2,3110675,1542131,1681499,-139368
2023,2,3110673,783675,663905,119770
2023,2,3110672,739276,674317,64959
2023,2,3110671,1935949,2102388,-166439
2023,2,3110670,1484177,1556836,-72659
2023,2,3110668,1550071,1763670,-213599
2023,2,3110666,233943,203460,30483
2023,2,3110665,2030960,1133828,897132
2023,2,3110664,254594,238829,15765
2023,2,3110663,271815,257487,14328
2023,2,3110662,1894911,2535842,-640931
2023,2,3110661,312487,281993,30494
2023,2,3110660,799897,710602,89295
2023,2,3110659,4878700,4772045,106655
2023,2,3110658,779201,888647,-109446
2023,2,3110657,723859,714814,9045
2023,2,3110656,5723610,6044827,-321217
2023,2,3110655,324181,389554,-65373
2023,2,3110654,2655025,2390334,264691
2023,2,3110653,981414,970114,11300
2023,2,3110652,338458,312153,26305
2023,2,3110651,450974,544545,-93571
2023,2,3110650,73450,80790,-7340
2023,2,3110649,1005328,999740,5588
2023,2,3110647,2446283,2616813,-170530
2023,2,3110646,1634549,1764249,-129700
2023,2,3110645,1323193,1398176,-74983
2023,2,3110644,77957,93378,-15421
2023,2,3110643,556725,638693,-81968
2023,2,3110641,321924,242290,79634
2023,2,3110640,553438,601435,-47997
2023,2,3110639,568258,417918,150340
2023,2,3110638,2152005,2222969,-70964
2023,2,3110637,207527,197996,9531
2023,2,3110636,673638,635152,38486
2023,2,3110635,250784,272223,-21439
2023,2,3110634,1866695,2071195,-204500
2023,2,3110633,51936,55748,-3812
2023,2,3110632,702940,686000,16940
2023,2,3110631,616182,622572,-6390
2023,2,3110630,1610446,1785234,-174788
2023,2,3110629,143433,157835,-14402
2023,2,3110628,291815,267378,24437
2023,2,3110627,1520884,1355521,165363
2023,2,3110626,1432259,1477082,-44823
2023,2,3110625,863423,626564,236859
2023,2,3110624,477000,469052,7948
2023,2,3110622,504403,485286,19117
2023,2,3110621,178187,272288,-94101
2023,2,3110620,2020720,2192694,-171974
2023,2,3110619,325240,329508,-4268
2023,2,3110618,1683154,1553678,129476
2023,2,3110617,497814,514443,-16629
2023,2,3110616,252019,240829,11190
2023,2,3110615,294989,214763,80226
2023,2,3110614,403683,520281,-116598
2023,2,3110613,211559,235622,-24063
2023,2,3110612,2044628,2090632,-46004
2023,2,3110611,1209807,1150846,58961
2023,2,3110609,940183,979865,-39682
2023,2,3110608,1158501,1592395,-433894
2023,2,3110607,172613,157584,15029
2023,2,3110606,1410344,1433318,-22974
2023,2,3110605,52439,45722,6717
2023,2,3110604,976212,1126231,-150019
2023,2,3110603,89808,87511,2297
2023,2,3110602,184686,190044,-5358
2023,2,3110601,1427733,1400803,26930
2023,2,3110600,441436,561178,-119742
2023,2,3110599,887656,1096659,-209003
2023,2,3110598,561892,549782,12110
2023,2,3110597,1160090,1174712,-14622
2023,2,3110596,619847,632556,-12709
2023,2,3110595,620168,587366,32802
2023,2,3110594,364215,388785,-24570
2023,2,3110593,1005844,1094750,-88906
2023,2,3110592,242892,254006,-11114
2023,2,3110591,1189156,1518109,-328953
2023,2,3110590,1706415,1627584,78831
2023,2,3110589,142242,113929,28313
2023,2,3110588,1020526,1056743,-36217
2023,2,3110587,623485,854523,-231038
2023,2,3110586,1704487,1774788,-70301
2023,2,3110585,114325,136274,-21949
2023,2,3110584,92630,106215,-13585
2023,2,3110583,368675,385526,-16851
2023,2,3110582,519440,509836,9604
2023,2,3110580,746930,758290,-11360
2023,2,3110579,363759,319788,43971
2023,2,3110578,2586337,1396654,1189683
2023,2,3110577,509761,629158,-119397
2023,2,3110576,1299341,1216730,82611
2023,2,3110575,1101066,1116201,-15135
2023,2,3110574,63593,52859,10734
2023,2,3110573,115715,109092,6623
2023,2,3110572,1997050,1867004,130046
2023,2,3110571,474773,507927,-33154
2023,2,3110570,203324,213355,-10031
2023,2,3110569,853129,976741,-123612
2023,2,3110568,275974,299305,-23331
2023,2,3110567,271485,272243,-758
2023,2,3110566,1571149,1513826,57323
2023,2,3110565,441532,436307,5225
2023,2,3110564,941560,800590,140970
2023,2,3110563,173826,196574,-22748
2023,2,3110562,987677,1148487,-160810
2023,2,3110561,763460,822730,-59270
2023,2,3110560,976514,1090122,-113608
2023,2,3110559,917230,969033,-51803
2023,2,3110558,3055029,2513508,541521
2023,2,3110557,826192,891048,-64856
2023,2,3110555,229652,217010,12642
2023,2,3110554,981091,891234,89857
2023,2,3110553,945353,822910,122443
2023,2,3110552,581728,764147,-182419
2023,2,3110551,1214752,1435434,-220682
2023,2,3110550,1732047,1716437,15610
2023,2,3110549,881191,1231891,-350700
2023,2,3110548,1216423,1136253,80170
2023,2,3110547,901589,852187,49402
2023,2,3110546,688549,765802,-77253
2023,2,3110545,557341,531952,25389
2023,2,3110544,4603945,5182306,-578361
2023,2,3110543,144436,91900,52536
2023,2,3110542,1510727,1528303,-17576
2023,2,3110541,983421,1259218,-275797
2023,2,3110540,608787,568400,40387
2023,2,3110539,277973,285525,-7552
2023,2,3110538,372634,392984,-20350
2023,2,3110537,469707,449299,20408
2023,2,3110536,116140,106859,9281
2023,2,3110535,1042743,1127136,-84393
2023,2,3110534,578748,631660,-52912
2023,2,3110533,4935769,4571052,364717
2023,2,3110532,1065877,1089227,-23350
2023,2,3110529,1032728,1112873,-80145
2023,2,3110528,878302,940711,-62409
2023,2,3110527,441301,564677,-123376
2023,2,3110526,151467,144308,7159
2023,2,3110525,455388,332693,122695
2023,2,3110524,170300,142893,27407
2023,2,3110523,75926,107229,-31303
2023,2,3110522,238212,221332,16880
2023,2,3110521,593704,670848,-77144
2023,2,3110520,617847,599549,18298
2023,2,3110519,1314591,1150231,164360
2023,2,3110517,196714,179624,17090
2023,2,3110515,421008,370577,50431
2023,2,3110514,784234,746995,37239
2023,2,3110513,212600,359117,-146517
2023,2,3110512,514773,528931,-14158
2023,2,3110511,929738,912351,17387
2023,2,3110510,917423,969928,-52505
2023,2,3110509,810096,919274,-109178
2023,2,3110508,553602,493075,60527
2023,2,3110507,1750393,1614901,135492
2023,2,3110506,220090,270565,-50475
2023,2,3110505,46720,66275,-19555
2023,2,3110503,2013062,2051676,-38614
2023,2,3110502,1374808,1634737,-259929
2023,2,3110501,141109,257991,-116882
2023,2,3110500,30033,83490,-53457
2023,2,3110499,2208616,2457410,-248794
2023,2,3110498,1831293,1841299,-10006
2023,2,3110496,833788,997342,-163554
2023,2,3110495,1042438,1257388,-214950
2023,2,3110493,295771,419433,-123662
2023,2,3110491,56462,74731,-18269
2023,2,3110490,568553,581945,-13392
2023,2,3110489,413626,543770,-130144
2023,2,3110488,379593,484085,-104492
2023,2,3110487,140583,118521,22062
2023,2,3110486,600972,605539,-4567
2023,2,3110485,469060,549531,-80471
2023,2,3110484,1654004,1681850,-27846
2023,2,3110483,606112,682117,-76005
2023,2,3110482,342626,306508,36118
2023,2,3110481,3283797,2381277,902520
2023,2,3110480,290178,398303,-108125
2023,2,3110479,1054124,1169849,-115725
2023,2,3110478,304768,436641,-131873
2023,2,3110477,352492,357608,-5116
2023,2,3110476,137350,137318,32
2023,2,3110475,638474,693673,-55199
2023,2,3110474,917955,966974,-49019
2023,2,3110473,1729936,1805433,-75497
2023,2,3110472,1709701,1172253,537448
2023,2,3110471,1467780,1497994,-30214
2023,2,3110470,613880,622040,-8160
2023,2,3110469,1700244,1719972,-19728
2023,2,3110468,3184061,3436573,-252512
2023,2,3110467,547329,775772,-228443
2023,2,3110466,996062,1022825,-26763
2023,2,3110465,1422620,1606554,-183934
2023,2,3110464,460927,514370,-53443
2023,2,3110463,633831,583556,50275
2023,2,3110462,539774,974865,-435091
2023,2,3110461,237367,239085,-1718
2023,2,3110460,1593916,1698316,-104400
2023,2,3110459,913590,948508,-34918
2023,2,3110458,961608,965518,-3910
2023,2,3110457,800323,788183,12140
2023,2,3110456,1601123,1610092,-8969
2023,2,3110455,1541847,1584899,-43052
2023,2,3110454,1287568,1328664,-41096
2023,2,3110453,1757322,1864137,-106815
2023,2,3110452,714222,889518,-175296
2023,2,3110451,1098284,1359505,-261221
2023,2,3110450,1693076,1793938,-100862
2023,2,3110449,894798,924144,-29346
2023,2,3110448,432035,535008,-102973
2023,2,3110447,534968,519344,15624
2023,2,3110446,181373,319631,-138258
2023,2,3110444,245395,150980,94415
2023,2,3110443,78757,91178,-12421
2023,2,3110442,124407,171691,-47284
2023,2,3110441,667738,664242,3496
2023,2,3110440,308875,365543,-56668
2023,2,3110439,1064020,1152520,-88500
2023,2,3110438,1474454,1560064,-85610
2023,2,3110437,1378548,1517599,-139051
2023,2,3110436,489002,528399,-39397
2023,2,3110435,108089,106536,1553
2023,2,3110434,500865,482683,18182
2023,2,3110433,1357377,1391797,-34420
2023,2,3110432,444272,403215,41057
2023,2,3110431,497960,481078,16882
2023,2,3110429,2057046,2099211,-42165
2023,2,3110428,3589130,4049493,-460363
2023,2,3110427,103195,113859,-10664
2023,2,3110426,1633778,1763345,-129567
2023,2,3110425,658582,659497,-915
2023,2,3110424,2321178,2583444,-262266
2023,2,3110423,298386,316542,-18156
2023,2,3110422,865488,913501,-48013
2023,2,3110421,348527,372250,-23723
2023,2,3110420,499078,590141,-91063
2023,2,3110419,849024,869662,-20638
2023,2,3110418,927981,776354,151627
2023,2,3110417,417037,458627,-41590
2023,2,3110416,886210,938910,-52700
2023,2,3110415,1935472,2027181,-91709
2023,2,3110413,94252,111288,-17036
2023,2,3110412,148642,172111,-23469
2023,2,3110411,526985,686284,-159299
2023,2,3110410,709535,800701,-91166
2023,2,3110409,576600,712154,-135554
2023,2,3110408,384258,408926,-24668
2023,2,3110407,1058615,943161,115454
2023,2,3110406,204377,202567,1810
2023,2,3110405,1448162,1463636,-15474
2023,2,3110404,3342523,3385640,-43117
2023,2,3110403,1265212,1669506,-404294
2023,2,3110402,724123,719539,4584
2023,2,3110401,169125,173682,-4557
2023,2,3110400,1257869,1287865,-29996
2023,2,3110399,1833265,1868770,-35505
2023,2,3110398,835276,918454,-83178
2023,2,3110397,1595997,1764165,-168168
2023,2,3110396,907986,1026713,-118727
2023,2,3110395,309788,295969,13819
2023,2,3110394,1221481,1072016,149465
2023,2,3110393,39685,71189,-31504
2023,2,3110392,96935,150932,-53997
2023,2,3110391,478423,544022,-65599
2023,2,3110390,555779,543101,12678
2023,2,3110389,395388,382517,12871
2023,2,3110388,772301,679011,93290
2023,2,3110387,1538197,1724375,-186178
2023,2,3110383,81422,114240,-32818
2023,2,3110382,592714,633934,-41220
2023,2,3110381,426386,422801,3585
2023,2,3110380,646928,692066,-45138
2023,2,3110379,156178,158956,-2778
2023,2,3110378,757472,828278,-70806
2023,2,3110377,852586,768717,83869
2023,2,3110376,2923279,3109472,-186193
2023,2,3110375,655782,610797,44985
2023,2,3110374,2674801,2367105,307696
2023,2,3110373,1214845,1259502,-44657
2023,2,3110372,1581483,1732901,-151418
2023,2,3110371,708397,697187,11210
2023,2,3110370,1295291,1303270,-7979
2023,2,3110369,1357131,1127198,229933
2023,2,3110368,2771199,2921828,-150629
2023,2,3110367,1271517,1459541,-188024
2023,2,3110366,566283,621851,-55568
2023,2,3110365,1940305,1755445,184860
2023,2,3110364,1472652,1634770,-162118
2023,2,3110363,241083,296289,-55206
2023,2,3110362,871780,840394,31386
2023,2,3110361,1183779,931280,252499
2023,2,3110360,1155826,1291804,-135978
2023,2,3110359,1507341,1019028,488313
2023,2,3110358,1021856,1006406,15450
2023,2,3110357,976184,1066906,-90722
2023,2,3110356,938030,1074859,-136829
2023,2,3110355,1726512,1342034,384478
2023,2,3110354,63545,84020,-20475
2023,2,3110353,740893,806727,-65834
2023,2,3110352,1598556,1712558,-114002
2023,2,3110351,609875,636785,-26910
2023,2,3110350,509174,530610,-21436
2023,2,3110349,627036,678333,-51297
2023,2,3110348,2028744,2123446,-94702
2023,2,3110346,1108698,647981,460717
2023,2,3110345,708215,709289,-1074
2023,2,3110344,358609,374391,-15782
2023,2,3110343,780343,902247,-121904
2023,2,3110342,985356,1029568,-44212
2023,2,3110341,236525,246490,-9965
2023,2,3110340,348620,330843,17777
2023,2,3110337,445056,493168,-48112
2023,2,3110336,350875,348189,2686
2023,2,3110335,1239511,1328851,-89340
2023,2,3110334,2187842,1997853,189989
2023,2,3110333,640428,655716,-15288
2023,2,3110332,291616,283434,8182
2023,2,3110331,1141918,1239690,-97772
2023,2,3110330,873642,910665,-37023
2023,2,3110329,606333,492077,114256
2023,2,3110328,1061562,1073058,-11496
2023,2,3110327,952386,962011,-9625
2023,2,3110326,454802,461489,-6687
2023,2,3110325,1042048,1076470,-34422
2023,2,3110323,1409163,1615081,-205918
2023,2,3110322,754905,775383,-20478
2023,2,3110320,198055,193923,4132
2023,2,3110319,1213902,1146000,67902
2023,2,3110318,1166056,1369324,-203268
2023,2,3110317,812004,705701,106303
2023,2,3110316,2935021,3096574,-161553
2023,2,3110315,1592939,1611645,-18706
2023,2,3110314,750860,761819,-10959
2023,2,3110313,1887889,1611308,276581
2023,2,3110312,560015,608149,-48134
2023,2,3110310,39100,33946,5154
2023,2,3110309,406762,371218,35544
2023,2,3110308,999841,1041923,-42082
2023,2,3110307,709893,714514,-4621
2023,2,3110306,193351,168749,24602
2023,2,3110305,2023888,2035453,-11565
2023,2,3110304,1055066,1015252,39814
2023,2,3110303,1334945,1453511,-118566
2023,2,3110302,288888,257678,31210
2023,2,3110301,1601912,1564850,37062
2023,2,3110300,3007715,3073358,-65643
2023,2,3110299,1821987,1880337,-58350
2023,2,3110298,298555,334438,-35883
2023,2,3110297,2382683,2183008,199675
2023,2,3110296,910896,986572,-75676
2023,2,3110295,922173,940813,-18640
2023,2,3110294,1564335,1582890,-18555
2023,2,3110293,1511382,1480027,31355
2023,2,3110292,309528,322196,-12668
2023,2,3110291,2240138,2178889,61249
2023,2,3110290,203221,209742,-6521
2023,2,3110289,1403700,1473594,-69894
2023,2,3110288,334623,327674,6949
2023,2,3110287,248642,240131,8511
2023,2,3110286,975567,712866,262701
2023,2,3110285,151530,139109,12421
2023,2,3110284,92804,97846,-5042
2023,2,3110283,145907,162205,-16298
2023,2,3110282,41671,41371,300
2023,2,3110281,72400,80121,-7721
2023,2,3110280,285467,280180,5287
2023,2,3110278,839143,867184,-28041
2023,2,3110277,877495,1240315,-362820
2023,2,3110276,46609,48728,-2119
2023,2,3110275,545130,464534,80596
2023,2,3110274,1250420,1290060,-39640
2023,2,3110273,731722,776268,-44546
2023,2,3110272,1272166,1279046,-6880
2023,2,3110271,48315,49119,-804
2023,2,3110270,304315,448837,-144522
2023,2,3110269,486719,469967,16752
2023,2,3110268,543443,527427,16016
2023,2,3110267,1296430,1400229,-103799
2023,2,3110266,1587599,1644716,-57117
2023,2,3110265,486196,494765,-8569
2023,2,3110264,2894973,3036991,-142018
2023,2,3110263,1303958,1349689,-45731
2023,2,3110262,1896837,1869879,26958
2023,2,3110261,1491810,1508020,-16210
2023,2,3110260,1350549,1540585,-190036
2023,2,3110259,1527905,1498025,29880
2023,2,3110258,744664,655545,89119
2023,2,3110257,2072072,1837508,234564
2023,2,3110256,1613478,1649692,-36214
2023,2,3110255,2046728,2051886,-5158
2023,2,3110254,3168004,3598471,-430467
2023,2,3110253,847579,784118,63461
2023,2,3110252,1015969,865353,150616
2023,2,3110251,640887,756523,-115636
2023,2,3110250,498612,482127,16485
2023,2,3110249,1803354,2147041,-343687
2023,2,3110248,574561,584881,-10320
2023,2,3110247,2224205,2221751,2454
2023,2,3110246,1414048,1421144,-7096
2023,2,3110245,546435,519295,27140
2023,2,3110244,1191832,897272,294560
2023,2,3110243,620962,995600,-374638
2023,2,3110242,508173,758425,-250252
2023,2,3110241,1033631,1144677,-111046
2023,2,3110240,671633,706854,-35221
2023,2,3110238,74484,92634,-18150
2023,2,3110237,950881,1019981,-69100
2023,2,3110236,1958767,2006627,-47860
2023,2,3110234,332993,324122,8871
2023,2,3110233,1199517,1209819,-10302
2023,2,3110232,848323,865107,-16784
2023,2,3110230,1026978,1029723,-2745
2023,2,3110229,1858461,1832050,26411
2023,2,3110228,1587834,1590439,-2605
2023,2,3110227,506270,597491,-91221
2023,2,3110226,2768026,2610360,157666
2023,2,3110225,195347,253750,-58403
2023,2,3110224,693315,601349,91966
2023,2,3110221,274964,263156,11808
2023,2,3110220,1330192,1245187,85005
2023,2,3110219,1592606,1714629,-122023
2023,2,3110218,1316537,1318569,-2032
2023,2,3110217,594006,651972,-57966
2023,2,3110216,345538,346717,-1179
2023,2,3110215,783032,758866,24166
2023,2,3110214,1847030,1672642,174388
2023,2,3110213,611613,578923,32690
2023,2,3110212,1046456,1109208,-62752
2023,2,3110211,2241842,2537592,-295750
2023,2,3110210,2334960,2404780,-69820
2023,2,3110209,315852,321524,-5672
2023,2,3110208,382222,386438,-4216
2023,2,3110207,490204,594689,-104485
2023,2,3110206,1195191,1540698,-345507
2023,2,3110205,2300244,2204803,95441
2023,2,3110204,1242586,1445184,-202598
2023,2,3110203,954656,628526,326130
2023,2,3110201,122820,142532,-19712
2023,2,3110200,378671,440932,-62261
2023,2,3110199,261573,417005,-155432
2023,2,3110197,265764,296677,-30913
2023,2,3110195,1503019,1496186,6833
2023,2,3110194,333583,447736,-114153
2023,2,3110193,815201,833562,-18361
2023,2,3110191,1935372,1508679,426693
2023,2,3110190,1028069,1415601,-387532
2023,2,3110189,996386,932253,64133
2023,2,3110188,796110,961409,-165299
2023,2,3110187,2712138,2843686,-131548
2023,2,3110186,159285,154079,5206
2023,2,3110185,713228,726883,-13655
2023,2,3110184,316876,288344,28532
2023,2,3110183,649089,620785,28304
2023,2,3110182,996307,851319,144988
2023,2,3110181,1342052,1386503,-44451
2023,2,3110180,239003,247010,-8007
2023,2,3110179,427297,542984,-115687
2023,2,3110178,331698,339385,-7687
2023,2,3110177,130832,90207,40625
2023,2,3110176,1200920,1413866,-212946
2023,2,3110175,1222299,1200157,22142
2023,2,3110174,805814,874561,-68747
