year_code,quarter_code,commercial_district_code,total_facilities_now,total_facilities_previous,facilities_diff
2022,1,3111047,17.0,17.0,0.0
2022,4,3110826,23.0,23.0,0.0
2022,3,3110826,23.0,23.0,0.0
2022,2,3110826,23.0,23.0,0.0
2022,1,3110826,23.0,23.0,0.0
2022,4,3110827,17.0,17.0,0.0
2022,3,3110827,17.0,17.0,0.0
2022,2,3110827,17.0,17.0,0.0
2022,1,3110827,17.0,17.0,0.0
2022,4,3110828,32.0,32.0,0.0
2022,3,3110828,32.0,32.0,0.0
2022,2,3110828,32.0,32.0,0.0
2022,1,3110828,32.0,32.0,0.0
2022,4,3110852,10.0,10.0,0.0
2022,3,3110852,10.0,10.0,0.0
2022,2,3110852,10.0,10.0,0.0
2022,1,3110852,10.0,10.0,0.0
2022,4,3110853,4.0,4.0,0.0
2022,3,3110853,4.0,4.0,0.0
2022,2,3110853,4.0,4.0,0.0
2022,1,3110853,4.0,4.0,0.0
2022,4,3110854,7.0,7.0,0.0
2022,3,3110854,7.0,7.0,0.0
2022,2,3110854,7.0,7.0,0.0
2022,1,3110854,7.0,7.0,0.0
2022,4,3110855,48.0,48.0,0.0
2022,3,3110855,48.0,48.0,0.0
2022,2,3110855,48.0,48.0,0.0
2022,1,3110855,48.0,48.0,0.0
2022,4,3110949,3.0,3.0,0.0
2022,3,3110949,3.0,3.0,0.0
2022,2,3110949,3.0,3.0,0.0
2022,1,3110949,3.0,3.0,0.0
2022,4,3110951,3.0,3.0,0.0
2022,3,3110951,3.0,3.0,0.0
2022,2,3110951,3.0,3.0,0.0
2022,1,3110951,3.0,3.0,0.0
2022,4,3110952,2.0,2.0,0.0
2022,3,3110952,2.0,2.0,0.0
2022,2,3110952,2.0,2.0,0.0
2022,1,3110952,2.0,2.0,0.0
2022,4,3110953,1.0,1.0,0.0
2022,3,3110953,1.0,1.0,0.0
2022,2,3110953,1.0,1.0,0.0
2022,1,3110953,1.0,1.0,0.0
2022,4,3110954,1.0,1.0,0.0
2022,3,3110954,1.0,1.0,0.0
2022,2,3110954,1.0,1.0,0.0
2022,1,3110954,1.0,1.0,0.0
2022,4,3110955,12.0,12.0,0.0
2022,3,3110955,12.0,12.0,0.0
2022,2,3110955,12.0,12.0,0.0
2022,1,3110955,12.0,12.0,0.0
2022,4,3110956,3.0,3.0,0.0
2022,3,3110956,3.0,3.0,0.0
2022,2,3110956,3.0,3.0,0.0
2022,1,3110956,3.0,3.0,0.0
2022,4,3111049,10.0,10.0,0.0
2022,3,3111049,10.0,10.0,0.0
2022,2,3111049,10.0,10.0,0.0
2022,1,3111049,10.0,10.0,0.0
2022,4,3110863,24.0,24.0,0.0
2022,3,3110863,24.0,24.0,0.0
2022,2,3110863,24.0,24.0,0.0
2022,1,3110863,24.0,24.0,0.0
2022,4,3111021,32.0,32.0,0.0
2022,3,3111021,32.0,32.0,0.0
2022,2,3111021,32.0,32.0,0.0
2022,1,3111021,32.0,32.0,0.0
2022,4,3111022,5.0,5.0,0.0
2022,3,3111022,5.0,5.0,0.0
2022,2,3111022,5.0,5.0,0.0
2022,1,3111022,5.0,5.0,0.0
2022,4,3111023,13.0,13.0,0.0
2022,3,3111023,13.0,13.0,0.0
2022,2,3111023,13.0,13.0,0.0
2022,1,3111023,13.0,13.0,0.0
2022,4,3110904,10.0,10.0,0.0
2022,3,3110904,10.0,10.0,0.0
2022,2,3110904,10.0,10.0,0.0
2022,1,3110904,10.0,10.0,0.0
2022,4,3110905,5.0,5.0,0.0
2022,3,3110905,5.0,5.0,0.0
2022,2,3110905,5.0,5.0,0.0
2022,1,3110905,5.0,5.0,0.0
2022,4,3110906,10.0,10.0,0.0
2022,3,3110906,10.0,10.0,0.0
2022,2,3110906,10.0,10.0,0.0
2022,1,3110906,10.0,10.0,0.0
2022,4,3110907,11.0,11.0,0.0
2022,3,3110907,11.0,11.0,0.0
2022,2,3110907,11.0,11.0,0.0
2022,1,3110907,11.0,11.0,0.0
2022,4,3110908,10.0,10.0,0.0
2022,3,3110908,10.0,10.0,0.0
2022,2,3110908,10.0,10.0,0.0
2022,1,3110908,10.0,10.0,0.0
2022,4,3111033,9.0,9.0,0.0
2022,3,3111033,9.0,9.0,0.0
2022,2,3111033,9.0,9.0,0.0
2022,1,3111033,9.0,9.0,0.0
2022,4,3111034,17.0,17.0,0.0
2022,3,3111034,17.0,17.0,0.0
2022,2,3111034,17.0,17.0,0.0
2022,1,3111034,17.0,17.0,0.0
2022,4,3110864,5.0,5.0,0.0
2022,3,3110864,5.0,5.0,0.0
2022,2,3110864,5.0,5.0,0.0
2022,1,3110864,5.0,5.0,0.0
2022,4,3110865,63.0,63.0,0.0
2022,3,3110865,63.0,63.0,0.0
2022,2,3110865,63.0,63.0,0.0
2022,1,3110865,63.0,63.0,0.0
2022,4,3110916,10.0,10.0,0.0
2022,3,3110916,10.0,10.0,0.0
2022,2,3110916,10.0,10.0,0.0
2022,1,3110916,10.0,10.0,0.0
2022,4,3110939,33.0,33.0,0.0
2022,3,3110939,33.0,33.0,0.0
2022,2,3110939,33.0,33.0,0.0
2022,1,3110939,33.0,33.0,0.0
2022,4,3110940,2.0,2.0,0.0
2022,3,3110940,2.0,2.0,0.0
2022,2,3110940,2.0,2.0,0.0
2022,1,3110940,2.0,2.0,0.0
2022,4,3111024,3.0,3.0,0.0
2022,3,3111024,3.0,3.0,0.0
2022,2,3111024,3.0,3.0,0.0
2022,1,3111024,3.0,3.0,0.0
2022,4,3110997,61.0,61.0,0.0
2022,3,3110997,61.0,61.0,0.0
2022,2,3110997,61.0,61.0,0.0
2022,1,3110997,61.0,61.0,0.0
2022,4,3110999,21.0,21.0,0.0
2022,3,3110999,21.0,21.0,0.0
2022,2,3110999,21.0,21.0,0.0
2022,1,3110999,21.0,21.0,0.0
2022,4,3111001,17.0,17.0,0.0
2022,3,3111001,17.0,17.0,0.0
2022,2,3111001,17.0,17.0,0.0
2022,1,3111001,17.0,17.0,0.0
2022,4,3110837,40.0,40.0,0.0
2022,3,3110837,40.0,40.0,0.0
2022,2,3110837,40.0,40.0,0.0
2022,1,3110837,40.0,40.0,0.0
2022,4,3110838,10.0,10.0,0.0
2022,3,3110838,10.0,10.0,0.0
2022,2,3110838,10.0,10.0,0.0
2022,1,3110838,10.0,10.0,0.0
2022,4,3110839,10.0,10.0,0.0
2022,3,3110839,10.0,10.0,0.0
2022,2,3110839,10.0,10.0,0.0
2022,1,3110839,10.0,10.0,0.0
2022,4,3110888,13.0,13.0,0.0
2022,3,3110888,13.0,13.0,0.0
2022,2,3110888,13.0,13.0,0.0
2022,1,3110888,13.0,13.0,0.0
2022,4,3110917,6.0,6.0,0.0
2022,3,3110917,6.0,6.0,0.0
2022,2,3110917,6.0,6.0,0.0
2022,1,3110917,6.0,6.0,0.0
2022,4,3110918,2.0,2.0,0.0
2022,3,3110918,2.0,2.0,0.0
2022,2,3110918,2.0,2.0,0.0
2022,1,3110918,2.0,2.0,0.0
2022,4,3110919,1.0,1.0,0.0
2022,3,3110919,1.0,1.0,0.0
2022,2,3110919,1.0,1.0,0.0
2022,1,3110919,1.0,1.0,0.0
2022,4,3110874,20.0,20.0,0.0
2022,3,3110874,20.0,20.0,0.0
2022,2,3110874,20.0,20.0,0.0
2022,1,3110874,20.0,20.0,0.0
2022,4,3110875,12.0,12.0,0.0
2022,3,3110875,12.0,12.0,0.0
2022,2,3110875,12.0,12.0,0.0
2022,1,3110875,12.0,12.0,0.0
2022,4,3110876,10.0,10.0,0.0
2022,3,3110876,10.0,10.0,0.0
2022,2,3110876,10.0,10.0,0.0
2022,1,3110876,10.0,10.0,0.0
2022,4,3111089,30.0,30.0,0.0
2022,3,3111089,30.0,30.0,0.0
2022,2,3111089,30.0,30.0,0.0
2022,1,3111089,30.0,30.0,0.0
2022,4,3111061,18.0,18.0,0.0
2022,3,3111061,18.0,18.0,0.0
2022,2,3111061,18.0,18.0,0.0
2022,1,3111061,18.0,18.0,0.0
2022,4,3111062,14.0,14.0,0.0
2022,3,3111062,14.0,14.0,0.0
2022,2,3111062,14.0,14.0,0.0
2022,1,3111062,14.0,14.0,0.0
2022,4,3110889,2.0,2.0,0.0
2022,3,3110889,2.0,2.0,0.0
2022,2,3110889,2.0,2.0,0.0
2022,1,3110889,2.0,2.0,0.0
2022,4,3110890,15.0,15.0,0.0
2022,3,3110890,15.0,15.0,0.0
2022,2,3110890,15.0,15.0,0.0
2022,1,3110890,15.0,15.0,0.0
2022,4,3110891,9.0,9.0,0.0
2022,3,3110891,9.0,9.0,0.0
2022,2,3110891,9.0,9.0,0.0
2022,1,3110891,9.0,9.0,0.0
2022,4,3110957,11.0,11.0,0.0
2022,3,3110957,11.0,11.0,0.0
2022,2,3110957,11.0,11.0,0.0
2022,1,3110957,11.0,11.0,0.0
2022,4,3110958,7.0,7.0,0.0
2022,3,3110958,7.0,7.0,0.0
2022,2,3110958,7.0,7.0,0.0
2022,1,3110958,7.0,7.0,0.0
2022,4,3110959,3.0,3.0,0.0
2022,3,3110959,3.0,3.0,0.0
2022,2,3110959,3.0,3.0,0.0
2022,1,3110959,3.0,3.0,0.0
2022,4,3111014,4.0,4.0,0.0
2022,3,3111014,4.0,4.0,0.0
2022,2,3111014,4.0,4.0,0.0
2022,1,3111014,4.0,4.0,0.0
2022,4,3111015,30.0,30.0,0.0
2022,3,3111015,30.0,30.0,0.0
2022,2,3111015,30.0,30.0,0.0
2022,1,3111015,30.0,30.0,0.0
2022,4,3111016,12.0,12.0,0.0
2022,3,3111016,12.0,12.0,0.0
2022,2,3111016,12.0,12.0,0.0
2022,1,3111016,12.0,12.0,0.0
2022,4,3111038,8.0,8.0,0.0
2022,3,3111038,8.0,8.0,0.0
2022,2,3111038,8.0,8.0,0.0
2022,1,3111038,8.0,8.0,0.0
2022,4,3111039,7.0,7.0,0.0
2022,3,3111039,7.0,7.0,0.0
2022,2,3111039,7.0,7.0,0.0
2022,1,3111039,7.0,7.0,0.0
2022,4,3110843,17.0,17.0,0.0
2022,3,3110843,17.0,17.0,0.0
2022,2,3110843,17.0,17.0,0.0
2022,1,3110843,17.0,17.0,0.0
2022,4,3111063,23.0,23.0,0.0
2022,3,3111063,23.0,23.0,0.0
2022,2,3111063,23.0,23.0,0.0
2022,1,3111063,23.0,23.0,0.0
2022,4,3111064,4.0,4.0,0.0
2022,3,3111064,4.0,4.0,0.0
2022,2,3111064,4.0,4.0,0.0
2022,1,3111064,4.0,4.0,0.0
2022,4,3111065,5.0,5.0,0.0
2022,3,3111065,5.0,5.0,0.0
2022,2,3111065,5.0,5.0,0.0
2022,1,3111065,5.0,5.0,0.0
2022,4,3110961,1.0,1.0,0.0
2022,3,3110961,1.0,1.0,0.0
2022,2,3110961,1.0,1.0,0.0
2022,1,3110961,1.0,1.0,0.0
2022,4,3111035,6.0,6.0,0.0
2022,3,3111035,6.0,6.0,0.0
2022,2,3111035,6.0,6.0,0.0
2022,1,3111035,6.0,6.0,0.0
2022,4,3110821,19.0,19.0,0.0
2022,3,3110821,19.0,19.0,0.0
2022,2,3110821,19.0,19.0,0.0
2022,1,3110821,19.0,19.0,0.0
2022,4,3110822,10.0,10.0,0.0
2022,3,3110822,10.0,10.0,0.0
2022,2,3110822,10.0,10.0,0.0
2022,1,3110822,10.0,10.0,0.0
2022,4,3110866,16.0,16.0,0.0
2022,3,3110866,16.0,16.0,0.0
2022,2,3110866,16.0,16.0,0.0
2022,1,3110866,16.0,16.0,0.0
2022,4,3110845,11.0,11.0,0.0
2022,3,3110845,11.0,11.0,0.0
2022,2,3110845,11.0,11.0,0.0
2022,1,3110845,11.0,11.0,0.0
2022,4,3110846,44.0,44.0,0.0
2022,3,3110846,44.0,44.0,0.0
2022,2,3110846,44.0,44.0,0.0
2022,1,3110846,44.0,44.0,0.0
2022,4,3110847,6.0,6.0,0.0
2022,3,3110847,6.0,6.0,0.0
2022,2,3110847,6.0,6.0,0.0
2022,1,3110847,6.0,6.0,0.0
2022,4,3110895,35.0,35.0,0.0
2022,3,3110895,35.0,35.0,0.0
2022,2,3110895,35.0,35.0,0.0
2022,1,3110895,35.0,35.0,0.0
2022,4,3111066,9.0,9.0,0.0
2022,3,3111066,9.0,9.0,0.0
2022,2,3111066,9.0,9.0,0.0
2022,1,3111066,9.0,9.0,0.0
2022,4,3111067,18.0,18.0,0.0
2022,3,3111067,18.0,18.0,0.0
2022,2,3111067,18.0,18.0,0.0
2022,1,3111067,18.0,18.0,0.0
2022,4,3111068,10.0,10.0,0.0
2022,3,3111068,10.0,10.0,0.0
2022,2,3111068,10.0,10.0,0.0
2022,1,3111068,10.0,10.0,0.0
2022,4,3111069,15.0,15.0,0.0
2022,3,3111069,15.0,15.0,0.0
2022,2,3111069,15.0,15.0,0.0
2022,1,3111069,15.0,15.0,0.0
2022,4,3111036,5.0,5.0,0.0
2022,3,3111036,5.0,5.0,0.0
2022,2,3111036,5.0,5.0,0.0
2022,1,3111036,5.0,5.0,0.0
2022,4,3110840,26.0,26.0,0.0
2022,3,3110840,26.0,26.0,0.0
2022,2,3110840,26.0,26.0,0.0
2022,1,3110840,26.0,26.0,0.0
2022,4,3110867,12.0,12.0,0.0
2022,3,3110867,12.0,12.0,0.0
2022,2,3110867,12.0,12.0,0.0
2022,1,3110867,12.0,12.0,0.0
2022,4,3110868,8.0,8.0,0.0
2022,3,3110868,8.0,8.0,0.0
2022,2,3110868,8.0,8.0,0.0
2022,1,3110868,8.0,8.0,0.0
2022,4,3110869,16.0,16.0,0.0
2022,3,3110869,16.0,16.0,0.0
2022,2,3110869,16.0,16.0,0.0
2022,1,3110869,16.0,16.0,0.0
2022,4,3110896,18.0,18.0,0.0
2022,3,3110896,18.0,18.0,0.0
2022,2,3110896,18.0,18.0,0.0
2022,1,3110896,18.0,18.0,0.0
2022,4,3110897,12.0,12.0,0.0
2022,3,3110897,12.0,12.0,0.0
2022,2,3110897,12.0,12.0,0.0
2022,1,3110897,12.0,12.0,0.0
2022,4,3110974,1.0,1.0,0.0
2022,3,3110974,1.0,1.0,0.0
2022,2,3110974,1.0,1.0,0.0
2022,1,3110974,1.0,1.0,0.0
2022,4,3110975,19.0,19.0,0.0
2022,3,3110975,19.0,19.0,0.0
2022,2,3110975,19.0,19.0,0.0
2022,1,3110975,19.0,19.0,0.0
2022,4,3110976,2.0,2.0,0.0
2022,3,3110976,2.0,2.0,0.0
2022,2,3110976,2.0,2.0,0.0
2022,1,3110976,2.0,2.0,0.0
2022,4,3111070,10.0,10.0,0.0
2022,3,3111070,10.0,10.0,0.0
2022,2,3111070,10.0,10.0,0.0
2022,1,3111070,10.0,10.0,0.0
2022,4,3111071,3.0,3.0,0.0
2022,3,3111071,3.0,3.0,0.0
2022,2,3111071,3.0,3.0,0.0
2022,1,3111071,3.0,3.0,0.0
2022,4,3111072,18.0,18.0,0.0
2022,3,3111072,18.0,18.0,0.0
2022,2,3111072,18.0,18.0,0.0
2022,1,3111072,18.0,18.0,0.0
2022,4,3111073,29.0,29.0,0.0
2022,3,3111073,29.0,29.0,0.0
2022,2,3111073,29.0,29.0,0.0
2022,1,3111073,29.0,29.0,0.0
2022,4,3110841,1.0,1.0,0.0
2022,3,3110841,1.0,1.0,0.0
2022,2,3110841,1.0,1.0,0.0
2022,1,3110841,1.0,1.0,0.0
2022,4,3110842,16.0,16.0,0.0
2022,3,3110842,16.0,16.0,0.0
2022,2,3110842,16.0,16.0,0.0
2022,1,3110842,16.0,16.0,0.0
2022,4,3110921,2.0,2.0,0.0
2022,3,3110921,2.0,2.0,0.0
2022,2,3110921,2.0,2.0,0.0
2022,1,3110921,2.0,2.0,0.0
2022,4,3110922,4.0,4.0,0.0
2022,3,3110922,4.0,4.0,0.0
2022,2,3110922,4.0,4.0,0.0
2022,1,3110922,4.0,4.0,0.0
2022,4,3110924,3.0,3.0,0.0
2022,3,3110924,3.0,3.0,0.0
2022,2,3110924,3.0,3.0,0.0
2022,1,3110924,3.0,3.0,0.0
2022,4,3110925,2.0,2.0,0.0
2022,3,3110925,2.0,2.0,0.0
2022,2,3110925,2.0,2.0,0.0
2022,1,3110925,2.0,2.0,0.0
2022,4,3110979,2.0,2.0,0.0
2022,3,3110979,2.0,2.0,0.0
2022,2,3110979,2.0,2.0,0.0
2022,1,3110979,2.0,2.0,0.0
2022,4,3110980,2.0,2.0,0.0
2022,3,3110980,2.0,2.0,0.0
2022,2,3110980,2.0,2.0,0.0
2022,1,3110980,2.0,2.0,0.0
2022,4,3110981,4.0,4.0,0.0
2022,3,3110981,4.0,4.0,0.0
2022,2,3110981,4.0,4.0,0.0
2022,1,3110981,4.0,4.0,0.0
2022,4,3110982,1.0,1.0,0.0
2022,3,3110982,1.0,1.0,0.0
2022,2,3110982,1.0,1.0,0.0
2022,1,3110982,1.0,1.0,0.0
2022,4,3111040,6.0,6.0,0.0
2022,3,3111040,6.0,6.0,0.0
2022,2,3111040,6.0,6.0,0.0
2022,1,3111040,6.0,6.0,0.0
2022,4,3111074,7.0,7.0,0.0
2022,3,3111074,7.0,7.0,0.0
2022,2,3111074,7.0,7.0,0.0
2022,1,3111074,7.0,7.0,0.0
2022,4,3111075,8.0,8.0,0.0
2022,3,3111075,8.0,8.0,0.0
2022,2,3111075,8.0,8.0,0.0
2022,1,3111075,8.0,8.0,0.0
2022,4,3111076,21.0,21.0,0.0
2022,3,3111076,21.0,21.0,0.0
2022,2,3111076,21.0,21.0,0.0
2022,1,3111076,21.0,21.0,0.0
2022,4,3110892,51.0,51.0,0.0
2022,3,3110892,51.0,51.0,0.0
2022,2,3110892,51.0,51.0,0.0
2022,1,3110892,51.0,51.0,0.0
2022,4,3110893,2.0,2.0,0.0
2022,3,3110893,2.0,2.0,0.0
2022,2,3110893,2.0,2.0,0.0
2022,1,3110893,2.0,2.0,0.0
2022,4,3110966,5.0,5.0,0.0
2022,3,3110966,5.0,5.0,0.0
2022,2,3110966,5.0,5.0,0.0
2022,1,3110966,5.0,5.0,0.0
2022,4,3110967,5.0,5.0,0.0
2022,3,3110967,5.0,5.0,0.0
2022,2,3110967,5.0,5.0,0.0
2022,1,3110967,5.0,5.0,0.0
2023,2,3110006,4.0,4.0,0.0
2023,3,3110006,4.0,4.0,0.0
2023,1,3110007,17.0,17.0,0.0
2023,2,3110007,17.0,17.0,0.0
2023,3,3110007,17.0,17.0,0.0
2023,1,3110037,17.0,17.0,0.0
2023,2,3110037,17.0,17.0,0.0
2023,3,3110037,17.0,17.0,0.0
2023,1,3110039,6.0,6.0,0.0
2023,2,3110039,6.0,6.0,0.0
2023,3,3110039,6.0,6.0,0.0
2023,1,3110021,14.0,14.0,0.0
2023,2,3110021,14.0,14.0,0.0
2023,3,3110021,14.0,14.0,0.0
2023,1,3110022,15.0,15.0,0.0
2023,2,3110022,15.0,15.0,0.0
2023,3,3110022,15.0,15.0,0.0
2023,1,3110023,7.0,7.0,0.0
2023,2,3110023,7.0,7.0,0.0
2023,3,3110023,7.0,7.0,0.0
2023,1,3110024,12.0,12.0,0.0
2023,2,3110024,12.0,12.0,0.0
2023,3,3110024,12.0,12.0,0.0
2023,1,3110025,6.0,6.0,0.0
2023,2,3110025,6.0,6.0,0.0
2023,3,3110025,6.0,6.0,0.0
2023,1,3110027,7.0,7.0,0.0
2023,2,3110027,7.0,7.0,0.0
2023,3,3110027,7.0,7.0,0.0
2023,1,3110028,18.0,18.0,0.0
2023,2,3110028,18.0,18.0,0.0
2023,3,3110028,18.0,18.0,0.0
2023,1,3110029,17.0,17.0,0.0
2023,2,3110029,17.0,17.0,0.0
2023,3,3110029,17.0,17.0,0.0
2023,1,3110030,4.0,4.0,0.0
2023,2,3110030,4.0,4.0,0.0
2023,3,3110030,4.0,4.0,0.0
2023,1,3110031,17.0,17.0,0.0
2023,2,3110031,17.0,17.0,0.0
2023,3,3110031,17.0,17.0,0.0
2023,1,3110033,17.0,17.0,0.0
2023,2,3110033,17.0,17.0,0.0
2023,3,3110033,17.0,17.0,0.0
2023,1,3110057,16.0,16.0,0.0
2023,2,3110057,16.0,16.0,0.0
2023,3,3110057,16.0,16.0,0.0
2023,1,3110058,25.0,25.0,0.0
2023,2,3110058,25.0,25.0,0.0
2023,3,3110058,25.0,25.0,0.0
2023,1,3110059,12.0,12.0,0.0
2023,2,3110059,12.0,12.0,0.0
2023,3,3110059,12.0,12.0,0.0
2023,1,3110036,3.0,3.0,0.0
2023,2,3110036,3.0,3.0,0.0
2023,3,3110036,3.0,3.0,0.0
2023,1,3110040,12.0,12.0,0.0
2023,2,3110040,12.0,12.0,0.0
2023,3,3110040,12.0,12.0,0.0
2023,1,3110041,17.0,17.0,0.0
2023,2,3110041,17.0,17.0,0.0
2023,3,3110041,17.0,17.0,0.0
2023,1,3110042,3.0,3.0,0.0
2023,2,3110042,3.0,3.0,0.0
2023,3,3110042,3.0,3.0,0.0
2023,1,3110043,24.0,24.0,0.0
2023,2,3110043,24.0,24.0,0.0
2023,3,3110043,24.0,24.0,0.0
2023,1,3110045,10.0,10.0,0.0
2023,2,3110045,10.0,10.0,0.0
2023,3,3110045,10.0,10.0,0.0
2023,1,3110047,5.0,5.0,0.0
2023,2,3110047,5.0,5.0,0.0
2023,3,3110047,5.0,5.0,0.0
2023,1,3110048,12.0,12.0,0.0
2023,2,3110048,12.0,12.0,0.0
2023,3,3110048,12.0,12.0,0.0
2023,1,3110049,7.0,7.0,0.0
2023,2,3110049,7.0,7.0,0.0
2023,3,3110049,7.0,7.0,0.0
2023,1,3110053,8.0,8.0,0.0
2023,2,3110053,8.0,8.0,0.0
2023,3,3110053,8.0,8.0,0.0
2023,1,3110054,5.0,5.0,0.0
2023,2,3110054,5.0,5.0,0.0
2023,3,3110054,5.0,5.0,0.0
2023,1,3110055,6.0,6.0,0.0
2023,2,3110055,6.0,6.0,0.0
2023,3,3110055,6.0,6.0,0.0
2023,1,3110056,33.0,33.0,0.0
2023,2,3110056,33.0,33.0,0.0
2023,3,3110056,33.0,33.0,0.0
2023,1,3110079,35.0,35.0,0.0
2023,2,3110079,35.0,35.0,0.0
2023,3,3110079,35.0,35.0,0.0
2023,1,3110080,22.0,22.0,0.0
2023,2,3110080,22.0,22.0,0.0
2023,3,3110080,22.0,22.0,0.0
2023,1,3110081,30.0,30.0,0.0
2023,2,3110081,30.0,30.0,0.0
2023,3,3110081,30.0,30.0,0.0
2023,1,3110050,20.0,20.0,0.0
2023,2,3110050,20.0,20.0,0.0
2023,3,3110050,20.0,20.0,0.0
2023,1,3110051,2.0,2.0,0.0
2023,2,3110051,2.0,2.0,0.0
2023,3,3110051,2.0,2.0,0.0
2023,1,3110052,18.0,18.0,0.0
2023,2,3110052,18.0,18.0,0.0
2023,3,3110052,18.0,18.0,0.0
2023,1,3110060,20.0,20.0,0.0
2023,2,3110060,20.0,20.0,0.0
2023,3,3110060,20.0,20.0,0.0
2023,1,3110061,28.0,28.0,0.0
2023,2,3110061,28.0,28.0,0.0
2023,3,3110061,28.0,28.0,0.0
2023,1,3110062,29.0,29.0,0.0
2023,2,3110062,29.0,29.0,0.0
2023,3,3110062,29.0,29.0,0.0
2023,1,3110063,23.0,23.0,0.0
2023,2,3110063,23.0,23.0,0.0
2023,3,3110063,23.0,23.0,0.0
2023,1,3110064,32.0,32.0,0.0
2023,2,3110064,32.0,32.0,0.0
2023,3,3110064,32.0,32.0,0.0
2023,1,3110082,11.0,11.0,0.0
2023,2,3110082,11.0,11.0,0.0
2023,3,3110082,11.0,11.0,0.0
2023,1,3110083,5.0,5.0,0.0
2023,2,3110083,5.0,5.0,0.0
2023,3,3110083,5.0,5.0,0.0
2023,1,3110084,34.0,34.0,0.0
2023,2,3110084,34.0,34.0,0.0
2023,3,3110084,34.0,34.0,0.0
2023,1,3110085,39.0,39.0,0.0
2023,2,3110085,39.0,39.0,0.0
2023,3,3110085,39.0,39.0,0.0
2023,1,3110065,8.0,8.0,0.0
2023,2,3110065,8.0,8.0,0.0
2023,3,3110065,8.0,8.0,0.0
2023,1,3110066,18.0,18.0,0.0
2023,2,3110066,18.0,18.0,0.0
2023,3,3110066,18.0,18.0,0.0
2023,1,3110067,20.0,20.0,0.0
2023,2,3110067,20.0,20.0,0.0
2023,3,3110067,20.0,20.0,0.0
2023,1,3110068,32.0,32.0,0.0
2023,2,3110068,32.0,32.0,0.0
2023,3,3110068,32.0,32.0,0.0
2023,1,3110069,40.0,40.0,0.0
2023,2,3110069,40.0,40.0,0.0
2023,3,3110069,40.0,40.0,0.0
2023,1,3110070,1.0,1.0,0.0
2023,2,3110070,1.0,1.0,0.0
2023,3,3110070,1.0,1.0,0.0
2023,1,3110071,13.0,13.0,0.0
2023,2,3110071,13.0,13.0,0.0
2023,3,3110071,13.0,13.0,0.0
2023,1,3110073,5.0,5.0,0.0
2023,2,3110073,5.0,5.0,0.0
2023,3,3110073,5.0,5.0,0.0
2023,1,3110074,46.0,46.0,0.0
2023,2,3110074,46.0,46.0,0.0
2023,3,3110074,46.0,46.0,0.0
2023,1,3110075,22.0,22.0,0.0
2023,2,3110075,22.0,22.0,0.0
2023,3,3110075,22.0,22.0,0.0
2023,1,3110077,8.0,8.0,0.0
2023,2,3110077,8.0,8.0,0.0
2023,3,3110077,8.0,8.0,0.0
2023,1,3110078,10.0,10.0,0.0
2023,2,3110078,10.0,10.0,0.0
2023,3,3110078,10.0,10.0,0.0
2023,1,3110110,13.0,13.0,0.0
2023,2,3110110,13.0,13.0,0.0
2023,3,3110110,13.0,13.0,0.0
2023,1,3110087,3.0,3.0,0.0
2023,2,3110087,3.0,3.0,0.0
2023,3,3110087,3.0,3.0,0.0
2023,1,3110088,11.0,11.0,0.0
2023,2,3110088,11.0,11.0,0.0
2023,3,3110088,11.0,11.0,0.0
2023,1,3110089,7.0,7.0,0.0
2023,2,3110089,7.0,7.0,0.0
2023,3,3110089,7.0,7.0,0.0
2023,1,3110090,10.0,10.0,0.0
2023,2,3110090,10.0,10.0,0.0
2023,3,3110090,10.0,10.0,0.0
2023,1,3110092,17.0,17.0,0.0
2023,2,3110092,17.0,17.0,0.0
2023,3,3110092,17.0,17.0,0.0
2023,1,3110093,43.0,43.0,0.0
2023,2,3110093,43.0,43.0,0.0
2023,3,3110093,43.0,43.0,0.0
2023,1,3110095,12.0,12.0,0.0
2023,2,3110095,12.0,12.0,0.0
2023,3,3110095,12.0,12.0,0.0
2023,1,3110096,1.0,1.0,0.0
2023,2,3110096,1.0,1.0,0.0
2023,3,3110096,1.0,1.0,0.0
2023,1,3110098,8.0,8.0,0.0
2023,2,3110098,8.0,8.0,0.0
2023,3,3110098,8.0,8.0,0.0
2023,1,3110099,8.0,8.0,0.0
2023,2,3110099,8.0,8.0,0.0
2023,3,3110099,8.0,8.0,0.0
2023,1,3110102,14.0,14.0,0.0
2023,2,3110102,14.0,14.0,0.0
2023,3,3110102,14.0,14.0,0.0
2023,1,3110103,3.0,3.0,0.0
2023,2,3110103,3.0,3.0,0.0
2023,3,3110103,3.0,3.0,0.0
2023,1,3110104,14.0,14.0,0.0
2023,2,3110104,14.0,14.0,0.0
2023,3,3110104,14.0,14.0,0.0
2023,1,3110109,13.0,13.0,0.0
2023,2,3110109,13.0,13.0,0.0
2023,3,3110109,13.0,13.0,0.0
2023,1,3110129,5.0,5.0,0.0
2023,2,3110129,5.0,5.0,0.0
2023,3,3110129,5.0,5.0,0.0
2023,1,3110130,1.0,1.0,0.0
2023,2,3110130,1.0,1.0,0.0
2023,3,3110130,1.0,1.0,0.0
2023,1,3110131,8.0,8.0,0.0
2023,2,3110131,8.0,8.0,0.0
2023,3,3110131,8.0,8.0,0.0
2023,1,3110132,12.0,12.0,0.0
2023,2,3110132,12.0,12.0,0.0
2023,3,3110132,12.0,12.0,0.0
2023,1,3110136,16.0,16.0,0.0
