"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20214","A","골목상권","3110852","이수역 9번","13","56","38","2","1","","2","41","38","13","3","","","53","219460675"
"20213","A","골목상권","3110852","이수역 9번","16","77","52","5","2","","20","51","57","4","4","","","49","185862730"
"20212","A","골목상권","3110852","이수역 9번","16","77","52","5","2","","20","51","57","4","4","","","49","185862730"
"20211","A","골목상권","3110852","이수역 9번","16","77","52","5","2","","20","51","57","4","4","","","49","185862730"
"20204","A","골목상권","3110852","이수역 9번","16","77","52","5","2","","20","51","57","4","4","","","49","185862730"
"20203","A","골목상권","3110852","이수역 9번","16","77","52","5","2","","20","51","57","4","4","","","49","185862730"
"20202","A","골목상권","3110852","이수역 9번","16","77","52","5","2","","20","51","57","4","4","","","49","185862730"
"20201","A","골목상권","3110852","이수역 9번","16","77","52","5","2","","20","51","57","4","4","","","49","185862730"
"20194","A","골목상권","3110852","이수역 9번","16","77","52","5","2","","20","51","57","4","4","","","49","185862730"
"20224","A","골목상권","3110853","KT구로지사","29","275","12","12","","","81","177","35","6","","","","39","145898006"
"20223","A","골목상권","3110853","KT구로지사","30","283","13","12","","","83","183","36","6","","","","39","145366529"
"20222","A","골목상권","3110853","KT구로지사","30","283","13","12","","","83","183","36","6","","","","39","145366529"
"20221","A","골목상권","3110853","KT구로지사","30","283","13","12","","","83","183","36","6","","","","39","145366529"
"20214","A","골목상권","3110853","KT구로지사","30","283","13","12","","","83","183","36","6","","","","39","145366529"
"20213","A","골목상권","3110853","KT구로지사","28","376","15","18","","","156","209","41","3","","","","40","137454415"
"20212","A","골목상권","3110853","KT구로지사","28","376","15","18","","","156","209","41","3","","","","40","137454415"
"20211","A","골목상권","3110853","KT구로지사","28","376","15","18","","","156","209","41","3","","","","40","137454415"
"20204","A","골목상권","3110853","KT구로지사","28","376","15","18","","","156","209","41","3","","","","40","137454415"
"20203","A","골목상권","3110853","KT구로지사","28","376","15","18","","","156","209","41","3","","","","40","137454415"
"20202","A","골목상권","3110853","KT구로지사","28","376","15","18","","","156","209","41","3","","","","40","137454415"
"20201","A","골목상권","3110853","KT구로지사","28","376","15","18","","","156","209","41","3","","","","40","137454415"
"20194","A","골목상권","3110853","KT구로지사","28","376","15","18","","","156","209","41","3","","","","40","137454415"
"20224","A","골목상권","3110854","조원동주민센터","26","201","70","","","","12","113","146","","","","","54","195690168"
"20223","A","골목상권","3110854","조원동주민센터","26","201","70","","","","12","113","146","","","","","54","195690168"
"20222","A","골목상권","3110854","조원동주민센터","26","201","70","","","","12","113","146","","","","","54","195690168"
"20221","A","골목상권","3110854","조원동주민센터","26","201","70","","","","12","113","146","","","","","54","195690168"
"20214","A","골목상권","3110854","조원동주민센터","26","201","70","","","","12","113","146","","","","","54","195690168"
"20213","A","골목상권","3110854","조원동주민센터","28","223","73","","1","","17","143","136","1","","","","56","187599963"
"20212","A","골목상권","3110854","조원동주민센터","28","223","73","","1","","17","143","136","1","","","","56","187599963"
"20211","A","골목상권","3110854","조원동주민센터","28","223","73","","1","","17","143","136","1","","","","56","187599963"
"20204","A","골목상권","3110854","조원동주민센터","28","223","73","","1","","17","143","136","1","","","","56","187599963"
"20203","A","골목상권","3110854","조원동주민센터","28","223","73","","1","","17","143","136","1","","","","56","187599963"
"20202","A","골목상권","3110854","조원동주민센터","28","223","73","","1","","17","143","136","1","","","","56","187599963"
"20201","A","골목상권","3110854","조원동주민센터","28","223","73","","1","","17","143","136","1","","","","56","187599963"
"20194","A","골목상권","3110854","조원동주민센터","28","223","73","","1","","17","143","136","1","","","","56","187599963"
"20224","A","골목상권","3110855","신대방역 2번","50","352","107","1","","","100","242","80","22","16","","","45","164792996"
"20223","A","골목상권","3110855","신대방역 2번","50","352","107","1","","","100","242","80","22","16","","","45","164792996"
"20222","A","골목상권","3110855","신대방역 2번","50","352","107","1","","","100","242","80","22","16","","","45","164792996"
"20221","A","골목상권","3110855","신대방역 2번","50","352","107","1","","","100","242","80","22","16","","","45","164792996"
"20214","A","골목상권","3110855","신대방역 2번","50","352","107","1","","","100","242","80","22","16","","","45","164792996"
"20213","A","골목상권","3110855","신대방역 2번","49","553","215","2","1","","308","248","113","102","","","","48","151361522"
"20212","A","골목상권","3110855","신대방역 2번","49","553","215","2","1","","308","248","113","102","","","","48","151361522"
"20211","A","골목상권","3110855","신대방역 2번","49","553","215","2","1","","308","248","113","102","","","","48","151361522"
"20204","A","골목상권","3110855","신대방역 2번","49","553","215","2","1","","308","248","113","102","","","","48","151361522"
"20203","A","골목상권","3110855","신대방역 2번","49","553","215","2","1","","308","248","113","102","","","","48","151361522"
"20202","A","골목상권","3110855","신대방역 2번","49","553","215","2","1","","308","248","113","102","","","","48","151361522"
"20201","A","골목상권","3110855","신대방역 2번","49","553","215","2","1","","308","248","113","102","","","","48","151361522"
"20194","A","골목상권","3110855","신대방역 2번","49","553","215","2","1","","308","248","113","102","","","","48","151361522"
"20224","A","골목상권","3110949","한남IC","3","7","18","4","","","","2","5","","1","5","16","77","622878571"
"20223","A","골목상권","3110949","한남IC","4","13","19","4","","","","4","9","","2","5","16","71","534373214"
"20222","A","골목상권","3110949","한남IC","4","13","19","4","","","","4","9","","2","5","16","71","534373214"
"20221","A","골목상권","3110949","한남IC","4","13","19","4","","","","4","9","","2","5","16","71","534373214"
"20214","A","골목상권","3110949","한남IC","4","13","19","4","","","","4","9","","2","5","16","71","534373214"
"20213","A","골목상권","3110949","한남IC","5","21","82","9","","","","5","17","8","10","7","65","70","409452548"
"20212","A","골목상권","3110949","한남IC","5","21","82","9","","","","5","17","8","10","7","65","70","409452548"
"20211","A","골목상권","3110949","한남IC","5","21","82","9","","","","5","17","8","10","7","65","70","409452548"
"20204","A","골목상권","3110949","한남IC","5","21","82","9","","","","5","17","8","10","7","65","70","409452548"
"20203","A","골목상권","3110949","한남IC","5","21","82","9","","","","5","17","8","10","7","65","70","409452548"
"20202","A","골목상권","3110949","한남IC","5","21","82","9","","","","5","17","8","10","7","65","70","409452548"
"20201","A","골목상권","3110949","한남IC","5","21","82","9","","","","5","17","8","10","7","65","70","409452548"
"20194","A","골목상권","3110949","한남IC","5","21","82","9","","","","5","17","8","10","7","65","70","409452548"
"20224","A","골목상권","3110950","논현역 7번","25","23","33","38","33","116","","","14","11","","21","197","172","1201272294"
"20223","A","골목상권","3110950","논현역 7번","27","34","34","39","33","118","","","25","11","1","21","200","167","1158708687"
"20222","A","골목상권","3110950","논현역 7번","27","34","34","39","33","118","","","25","11","1","21","200","167","1158708687"
"20221","A","골목상권","3110950","논현역 7번","27","34","34","39","33","118","","","25","11","1","21","200","167","1158708687"
"20214","A","골목상권","3110950","논현역 7번","27","34","34","39","33","118","","","25","11","1","21","200","167","1158708687"
"20213","A","골목상권","3110950","논현역 7번","27","56","44","41","36","126","","8","41","9","12","43","190","167","942267871"
"20212","A","골목상권","3110950","논현역 7번","27","56","44","41","36","126","","8","41","9","12","43","190","167","942267871"
"20211","A","골목상권","3110950","논현역 7번","27","56","44","41","36","126","","8","41","9","12","43","190","167","942267871"
"20204","A","골목상권","3110950","논현역 7번","27","56","44","41","36","126","","8","41","9","12","43","190","167","942267871"
"20203","A","골목상권","3110950","논현역 7번","27","56","44","41","36","126","","8","41","9","12","43","190","167","942267871"
"20202","A","골목상권","3110950","논현역 7번","27","56","44","41","36","126","","8","41","9","12","43","190","167","942267871"
"20201","A","골목상권","3110950","논현역 7번","27","56","44","41","36","126","","8","41","9","12","43","190","167","942267871"
"20194","A","골목상권","3110950","논현역 7번","27","56","44","41","36","126","","8","41","9","12","43","190","167","942267871"
"20224","A","골목상권","3110951","신사은행나무공원","15","122","8","2","1","8","3","74","36","10","5","4","9","49","266678930"
"20223","A","골목상권","3110951","신사은행나무공원","15","122","8","2","1","8","3","74","36","10","5","4","9","49","266678930"
"20222","A","골목상권","3110951","신사은행나무공원","15","122","8","2","1","8","3","74","36","10","5","4","9","49","266678930"
"20221","A","골목상권","3110951","신사은행나무공원","15","122","8","2","1","8","3","74","36","10","5","4","9","49","266678930"
"20214","A","골목상권","3110951","신사은행나무공원","15","122","8","2","1","8","3","74","36","10","5","4","9","49","266678930"
"20213","A","골목상권","3110951","신사은행나무공원","15","123","13","2","1","8","5","76","41","9","5","2","9","51","242228456"
"20212","A","골목상권","3110951","신사은행나무공원","15","123","13","2","1","8","5","76","41","9","5","2","9","51","242228456"
"20211","A","골목상권","3110951","신사은행나무공원","15","123","13","2","1","8","5","76","41","9","5","2","9","51","242228456"
"20204","A","골목상권","3110951","신사은행나무공원","15","123","13","2","1","8","5","76","41","9","5","2","9","51","242228456"
"20203","A","골목상권","3110951","신사은행나무공원","15","123","13","2","1","8","5","76","41","9","5","2","9","51","242228456"
"20202","A","골목상권","3110951","신사은행나무공원","15","123","13","2","1","8","5","76","41","9","5","2","9","51","242228456"
"20201","A","골목상권","3110951","신사은행나무공원","15","123","13","2","1","8","5","76","41","9","5","2","9","51","242228456"
"20194","A","골목상권","3110951","신사은행나무공원","15","123","13","2","1","8","5","76","41","9","5","2","9","51","242228456"
"20224","A","골목상권","3110952","논현목련공원","25","194","21","2","2","","","87","90","23","12","3","4","42","254921270"
"20223","A","골목상권","3110952","논현목련공원","27","204","24","2","2","","","92","95","24","14","3","4","43","256340682"
"20222","A","골목상권","3110952","논현목련공원","27","204","24","2","2","","","92","95","24","14","3","4","43","256340682"
"20221","A","골목상권","3110952","논현목련공원","27","204","24","2","2","","","92","95","24","14","3","4","43","256340682"
"20214","A","골목상권","3110952","논현목련공원","27","204","24","2","2","","","92","95","24","14","3","4","43","256340682"
"20213","A","골목상권","3110952","논현목련공원","27","229","24","2","2","","1","131","89","23","8","2","3","43","233538833"
"20212","A","골목상권","3110952","논현목련공원","27","229","24","2","2","","1","131","89","23","8","2","3","43","233538833"
"20211","A","골목상권","3110952","논현목련공원","27","229","24","2","2","","1","131","89","23","8","2","3","43","233538833"
"20204","A","골목상권","3110952","논현목련공원","27","229","24","2","2","","1","131","89","23","8","2","3","43","233538833"
"20203","A","골목상권","3110952","논현목련공원","27","229","24","2","2","","1","131","89","23","8","2","3","43","233538833"
"20202","A","골목상권","3110952","논현목련공원","27","229","24","2","2","","1","131","89","23","8","2","3","43","233538833"
"20201","A","골목상권","3110952","논현목련공원","27","229","24","2","2","","1","131","89","23","8","2","3","43","233538833"
"20194","A","골목상권","3110952","논현목련공원","27","229","24","2","2","","1","131","89","23","8","2","3","43","233538833"
"20224","A","골목상권","3110953","학동근린공원","28","64","46","33","53","29","","18","37","11","20","11","128","119","850439794"
"20223","A","골목상권","3110953","학동근린공원","30","74","46","33","53","31","","18","39","19","20","11","130","120","899219806"
"20222","A","골목상권","3110953","학동근린공원","30","74","46","33","53","31","","18","39","19","20","11","130","120","899219806"
"20221","A","골목상권","3110953","학동근린공원","30","74","46","33","53","31","","18","39","19","20","11","130","120","899219806"
"20214","A","골목상권","3110953","학동근린공원","30","74","46","33","53","31","","18","39","19","20","11","130","120","899219806"
"20213","A","골목상권","3110953","학동근린공원","30","106","50","33","61","32","1","42","52","27","19","18","123","120","724176344"
"20212","A","골목상권","3110953","학동근린공원","30","106","50","33","61","32","1","42","52","27","19","18","123","120","724176344"
"20211","A","골목상권","3110953","학동근린공원","30","106","50","33","61","32","1","42","52","27","19","18","123","120","724176344"
"20204","A","골목상권","3110953","학동근린공원","30","106","50","33","61","32","1","42","52","27","19","18","123","120","724176344"
"20203","A","골목상권","3110953","학동근린공원","30","106","50","33","61","32","1","42","52","27","19","18","123","120","724176344"
"20202","A","골목상권","3110953","학동근린공원","30","106","50","33","61","32","1","42","52","27","19","18","123","120","724176344"
"20201","A","골목상권","3110953","학동근린공원","30","106","50","33","61","32","1","42","52","27","19","18","123","120","724176344"
"20194","A","골목상권","3110953","학동근린공원","30","106","50","33","61","32","1","42","52","27","19","18","123","120","724176344"
"20224","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","192214646"
"20223","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","192214646"
"20222","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","192214646"
"20221","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","192214646"
"20214","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","192214646"
"20213","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","174075758"
"20212","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","174075758"
"20211","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","174075758"
"20204","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","174075758"
"20203","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","174075758"
"20202","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","174075758"
"20201","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","174075758"
"20194","A","골목상권","3110954","국기원","3","32","1","1","","","","28","2","3","","","1","38","174075758"
"20224","A","골목상권","3110955","논현초등학교","175","1365","213","51","8","14","13","666","608","171","60","70","63","48","276578841"
"20223","A","골목상권","3110955","논현초등학교","182","1411","244","52","8","14","13","692","628","172","90","71","63","48","277598936"
"20222","A","골목상권","3110955","논현초등학교","182","1411","244","52","8","14","13","692","628","172","90","71","63","48","277598936"
"20221","A","골목상권","3110955","논현초등학교","182","1411","244","52","8","14","13","692","628","172","90","71","63","48","277598936"
"20214","A","골목상권","3110955","논현초등학교","182","1411","244","52","8","14","13","692","628","172","90","71","63","48","277598936"
"20213","A","골목상권","3110955","논현초등학교","174","1501","329","86","4","19","41","975","495","132","140","63","93","50","250442283"
"20212","A","골목상권","3110955","논현초등학교","174","1501","329","86","4","19","41","975","495","132","140","63","93","50","250442283"
"20211","A","골목상권","3110955","논현초등학교","174","1501","329","86","4","19","41","975","495","132","140","63","93","50","250442283"
"20204","A","골목상권","3110955","논현초등학교","174","1501","329","86","4","19","41","975","495","132","140","63","93","50","250442283"
"20224","D","발달상권","3120004","종로구청","2","","1","2","10","","","","","","","1","12","113","687333333"
"20203","A","골목상권","3110955","논현초등학교","174","1501","329","86","4","19","41","975","495","132","140","63","93","50","250442283"
"20202","A","골목상권","3110955","논현초등학교","174","1501","329","86","4","19","41","975","495","132","140","63","93","50","250442283"
"20201","A","골목상권","3110955","논현초등학교","174","1501","329","86","4","19","41","975","495","132","140","63","93","50","250442283"
"20194","A","골목상권","3110955","논현초등학교","174","1501","329","86","4","19","41","975","495","132","140","63","93","50","250442283"
"20224","A","골목상권","3110956","언주역 8번","3","4","","1","","8","","2","2","","","1","8","149","856283333"
"20223","A","골목상권","3110956","언주역 8번","3","4","","1","","8","","2","2","","","1","8","149","856283333"
"20222","A","골목상권","3110956","언주역 8번","3","4","","1","","8","","2","2","","","1","8","149","856283333"
"20221","A","골목상권","3110956","언주역 8번","3","4","","1","","8","","2","2","","","1","8","149","856283333"
"20214","A","골목상권","3110956","언주역 8번","3","4","","1","","8","","2","2","","","1","8","149","856283333"
"20213","A","골목상권","3110956","언주역 8번","4","16","","1","","8","","2","10","","5","","8","127","609906667"
"20212","A","골목상권","3110956","언주역 8번","4","16","","1","","8","","2","10","","5","","8","127","609906667"
"20211","A","골목상권","3110956","언주역 8번","4","16","","1","","8","","2","10","","5","","8","127","609906667"
"20204","A","골목상권","3110956","언주역 8번","4","16","","1","","8","","2","10","","5","","8","127","609906667"
"20203","A","골목상권","3110956","언주역 8번","4","16","","1","","8","","2","10","","5","","8","127","609906667"
"20202","A","골목상권","3110956","언주역 8번","4","16","","1","","8","","2","10","","5","","8","127","609906667"
"20201","A","골목상권","3110956","언주역 8번","4","16","","1","","8","","2","10","","5","","8","127","609906667"
"20194","A","골목상권","3110956","언주역 8번","4","16","","1","","8","","2","10","","5","","8","127","609906667"
"20224","A","골목상권","3111048","천호역 1번(천호문구완구거리)","17","100","22","1","","","1","50","59","12","1","","","52","202783374"
"20223","A","골목상권","3111048","천호역 1번(천호문구완구거리)","17","100","22","1","","","1","50","59","12","1","","","52","202783374"
"20222","A","골목상권","3111048","천호역 1번(천호문구완구거리)","17","100","22","1","","","1","50","59","12","1","","","52","202783374"
"20221","A","골목상권","3111048","천호역 1번(천호문구완구거리)","17","100","22","1","","","1","50","59","12","1","","","52","202783374"
"20214","A","골목상권","3111048","천호역 1번(천호문구완구거리)","17","100","22","1","","","1","50","59","12","1","","","52","202783374"
"20213","A","골목상권","3111048","천호역 1번(천호문구완구거리)","19","164","30","1","","","1","128","64","1","1","","","53","199562321"
"20212","A","골목상권","3111048","천호역 1번(천호문구완구거리)","19","164","30","1","","","1","128","64","1","1","","","53","199562321"
"20211","A","골목상권","3111048","천호역 1번(천호문구완구거리)","19","164","30","1","","","1","128","64","1","1","","","53","199562321"
"20204","A","골목상권","3111048","천호역 1번(천호문구완구거리)","19","164","30","1","","","1","128","64","1","1","","","53","199562321"
"20203","A","골목상권","3111048","천호역 1번(천호문구완구거리)","19","164","30","1","","","1","128","64","1","1","","","53","199562321"
"20202","A","골목상권","3111048","천호역 1번(천호문구완구거리)","19","164","30","1","","","1","128","64","1","1","","","53","199562321"
"20201","A","골목상권","3111048","천호역 1번(천호문구완구거리)","19","164","30","1","","","1","128","64","1","1","","","53","199562321"
"20194","A","골목상권","3111048","천호역 1번(천호문구완구거리)","19","164","30","1","","","1","128","64","1","1","","","53","199562321"
"20224","A","골목상권","3111049","천호지구대(천호동자전거거리)","102","810","108","2","1","","13","385","437","83","3","","","45","219604237"
"20223","A","골목상권","3111049","천호지구대(천호동자전거거리)","102","810","108","2","1","","13","385","437","83","3","","","45","219604237"
"20222","A","골목상권","3111049","천호지구대(천호동자전거거리)","102","810","108","2","1","","13","385","437","83","3","","","45","219604237"
"20221","A","골목상권","3111049","천호지구대(천호동자전거거리)","102","810","108","2","1","","13","385","437","83","3","","","45","219604237"
"20214","A","골목상권","3111049","천호지구대(천호동자전거거리)","102","810","108","2","1","","13","385","437","83","3","","","45","219604237"
"20213","A","골목상권","3111049","천호지구대(천호동자전거거리)","91","759","154","2","1","","21","322","464","106","3","","","47","224769563"
"20212","A","골목상권","3111049","천호지구대(천호동자전거거리)","91","759","154","2","1","","21","322","464","106","3","","","47","224769563"
"20211","A","골목상권","3111049","천호지구대(천호동자전거거리)","91","759","154","2","1","","21","322","464","106","3","","","47","224769563"
"20204","A","골목상권","3111049","천호지구대(천호동자전거거리)","91","759","154","2","1","","21","322","464","106","3","","","47","224769563"
"20203","A","골목상권","3111049","천호지구대(천호동자전거거리)","91","759","154","2","1","","21","322","464","106","3","","","47","224769563"
"20202","A","골목상권","3111049","천호지구대(천호동자전거거리)","91","759","154","2","1","","21","322","464","106","3","","","47","224769563"
"20201","A","골목상권","3111049","천호지구대(천호동자전거거리)","91","759","154","2","1","","21","322","464","106","3","","","47","224769563"
"20194","A","골목상권","3111049","천호지구대(천호동자전거거리)","91","759","154","2","1","","21","322","464","106","3","","","47","224769563"
"20223","D","발달상권","3120004","종로구청","2","","1","2","10","","","","","","","1","12","113","687333333"
"20224","A","골목상권","3110863","난우초등학교","71","512","78","4","1","","124","405","65","1","","","","53","142716055"
"20223","A","골목상권","3110863","난우초등학교","71","512","78","4","1","","124","405","65","1","","","","53","142716055"
"20222","A","골목상권","3110863","난우초등학교","71","512","78","4","1","","124","405","65","1","","","","53","142716055"
"20221","A","골목상권","3110863","난우초등학교","71","512","78","4","1","","124","405","65","1","","","","53","142716055"
"20214","A","골목상권","3110863","난우초등학교","71","512","78","4","1","","124","405","65","1","","","","53","142716055"
"20213","A","골목상권","3110863","난우초등학교","72","531","89","5","1","","154","427","44","1","","","","53","133158107"
"20212","A","골목상권","3110863","난우초등학교","72","531","89","5","1","","154","427","44","1","","","","53","133158107"
"20211","A","골목상권","3110863","난우초등학교","72","531","89","5","1","","154","427","44","1","","","","53","133158107"
"20204","A","골목상권","3110863","난우초등학교","72","531","89","5","1","","154","427","44","1","","","","53","133158107"
"20203","A","골목상권","3110863","난우초등학교","72","531","89","5","1","","154","427","44","1","","","","53","133158107"
"20202","A","골목상권","3110863","난우초등학교","72","531","89","5","1","","154","427","44","1","","","","53","133158107"
"20201","A","골목상권","3110863","난우초등학교","72","531","89","5","1","","154","427","44","1","","","","53","133158107"
"20194","A","골목상권","3110863","난우초등학교","72","531","89","5","1","","154","427","44","1","","","","53","133158107"
"20224","A","골목상권","3111021","방이역 4번","269","1644","576","60","124","65","48","583","1006","527","96","27","182","63","287426648"
"20223","A","골목상권","3111021","방이역 4번","271","1648","577","66","124","65","48","584","1009","533","97","27","182","63","287475085"
"20222","A","골목상권","3111021","방이역 4번","271","1648","577","66","124","65","48","584","1009","533","97","27","182","63","287475085"
"20221","A","골목상권","3111021","방이역 4번","271","1648","577","66","124","65","48","584","1009","533","97","27","182","63","287475085"
"20214","A","골목상권","3111021","방이역 4번","271","1648","577","66","124","65","48","584","1009","533","97","27","182","63","287475085"
"20213","A","골목상권","3111021","방이역 4번","265","1686","688","151","190","83","92","730","1114","442","56","95","269","63","260805872"
"20212","A","골목상권","3111021","방이역 4번","265","1686","688","151","190","83","92","730","1114","442","56","95","269","63","260805872"
"20211","A","골목상권","3111021","방이역 4번","265","1686","688","151","190","83","92","730","1114","442","56","95","269","63","260805872"
"20204","A","골목상권","3111021","방이역 4번","265","1686","688","151","190","83","92","730","1114","442","56","95","269","63","260805872"
"20203","A","골목상권","3111021","방이역 4번","265","1686","688","151","190","83","92","730","1114","442","56","95","269","63","260805872"
"20202","A","골목상권","3111021","방이역 4번","265","1686","688","151","190","83","92","730","1114","442","56","95","269","63","260805872"
"20201","A","골목상권","3111021","방이역 4번","265","1686","688","151","190","83","92","730","1114","442","56","95","269","63","260805872"
"20194","A","골목상권","3111021","방이역 4번","265","1686","688","151","190","83","92","730","1114","442","56","95","269","63","260805872"
"20224","A","골목상권","3111022","석촌중학교(방이육교)","89","609","128","18","35","1","59","292","295","79","18","5","43","55","242215589"
"20223","A","골목상권","3111022","석촌중학교(방이육교)","89","609","128","18","35","1","59","292","295","79","18","5","43","55","242215589"
"20222","A","골목상권","3111022","석촌중학교(방이육교)","89","609","128","18","35","1","59","292","295","79","18","5","43","55","242215589"
"20221","A","골목상권","3111022","석촌중학교(방이육교)","89","609","128","18","35","1","59","292","295","79","18","5","43","55","242215589"
"20214","A","골목상권","3111022","석촌중학교(방이육교)","89","609","128","18","35","1","59","292","295","79","18","5","43","55","242215589"
"20213","A","골목상권","3111022","석촌중학교(방이육교)","90","648","167","18","42","1","75","348","292","66","8","33","54","55","219915907"
"20212","A","골목상권","3111022","석촌중학교(방이육교)","90","648","167","18","42","1","75","348","292","66","8","33","54","55","219915907"
"20211","A","골목상권","3111022","석촌중학교(방이육교)","90","648","167","18","42","1","75","348","292","66","8","33","54","55","219915907"
"20204","A","골목상권","3111022","석촌중학교(방이육교)","90","648","167","18","42","1","75","348","292","66","8","33","54","55","219915907"
"20203","A","골목상권","3111022","석촌중학교(방이육교)","90","648","167","18","42","1","75","348","292","66","8","33","54","55","219915907"
"20202","A","골목상권","3111022","석촌중학교(방이육교)","90","648","167","18","42","1","75","348","292","66","8","33","54","55","219915907"
"20201","A","골목상권","3111022","석촌중학교(방이육교)","90","648","167","18","42","1","75","348","292","66","8","33","54","55","219915907"
"20194","A","골목상권","3111022","석촌중학교(방이육교)","90","648","167","18","42","1","75","348","292","66","8","33","54","55","219915907"
"20224","A","골목상권","3111023","문정역 1번","69","546","58","8","","","59","303","195","43","9","3","","44","205538645"
"20223","A","골목상권","3111023","문정역 1번","69","546","58","8","","","59","303","195","43","9","3","","44","205538645"
"20222","A","골목상권","3111023","문정역 1번","69","546","58","8","","","59","303","195","43","9","3","","44","205538645"
"20221","A","골목상권","3111023","문정역 1번","69","546","58","8","","","59","303","195","43","9","3","","44","205538645"
"20214","A","골목상권","3111023","문정역 1번","69","546","58","8","","","59","303","195","43","9","3","","44","205538645"
"20213","A","골목상권","3111023","문정역 1번","70","575","58","8","","","87","334","189","24","7","","","44","188503968"
"20212","A","골목상권","3111023","문정역 1번","70","575","58","8","","","87","334","189","24","7","","","44","188503968"
"20211","A","골목상권","3111023","문정역 1번","70","575","58","8","","","87","334","189","24","7","","","44","188503968"
"20204","A","골목상권","3111023","문정역 1번","70","575","58","8","","","87","334","189","24","7","","","44","188503968"
"20203","A","골목상권","3111023","문정역 1번","70","575","58","8","","","87","334","189","24","7","","","44","188503968"
"20202","A","골목상권","3111023","문정역 1번","70","575","58","8","","","87","334","189","24","7","","","44","188503968"
"20201","A","골목상권","3111023","문정역 1번","70","575","58","8","","","87","334","189","24","7","","","44","188503968"
"20194","A","골목상권","3111023","문정역 1번","70","575","58","8","","","87","334","189","24","7","","","44","188503968"
"20224","A","골목상권","3110904","이수역 5번","19","88","48","2","","","1","6","27","52","32","15","5","52","385981984"
"20223","A","골목상권","3110904","이수역 5번","21","100","48","2","","","1","6","31","57","35","15","5","51","383786652"
"20222","A","골목상권","3110904","이수역 5번","21","100","48","2","","","1","6","31","57","35","15","5","51","383786652"
"20221","A","골목상권","3110904","이수역 5번","21","100","48","2","","","1","6","31","57","35","15","5","51","383786652"
"20214","A","골목상권","3110904","이수역 5번","21","100","48","2","","","1","6","31","57","35","15","5","51","383786652"
"20213","A","골목상권","3110904","이수역 5번","28","111","62","26","18","12","1","26","48","60","22","3","69","60","365740079"
"20212","A","골목상권","3110904","이수역 5번","28","111","62","26","18","12","1","26","48","60","22","3","69","60","365740079"
"20211","A","골목상권","3110904","이수역 5번","28","111","62","26","18","12","1","26","48","60","22","3","69","60","365740079"
"20204","A","골목상권","3110904","이수역 5번","28","111","62","26","18","12","1","26","48","60","22","3","69","60","365740079"
"20203","A","골목상권","3110904","이수역 5번","28","111","62","26","18","12","1","26","48","60","22","3","69","60","365740079"
"20202","A","골목상권","3110904","이수역 5번","28","111","62","26","18","12","1","26","48","60","22","3","69","60","365740079"
"20201","A","골목상권","3110904","이수역 5번","28","111","62","26","18","12","1","26","48","60","22","3","69","60","365740079"
"20194","A","골목상권","3110904","이수역 5번","28","111","62","26","18","12","1","26","48","60","22","3","69","60","365740079"
"20224","A","골목상권","3110905","방배노인종합복지관(이수중학교)","98","399","226","50","19","","5","83","80","136","115","65","210","61","471572784"
"20223","A","골목상권","3110905","방배노인종합복지관(이수중학교)","98","399","226","50","19","","5","83","80","136","115","65","210","61","471572784"
"20222","A","골목상권","3110905","방배노인종합복지관(이수중학교)","98","399","226","50","19","","5","83","80","136","115","65","210","61","471572784"
"20221","A","골목상권","3110905","방배노인종합복지관(이수중학교)","98","399","226","50","19","","5","83","80","136","115","65","210","61","471572784"
"20214","A","골목상권","3110905","방배노인종합복지관(이수중학교)","98","399","226","50","19","","5","83","80","136","115","65","210","61","471572784"
"20213","A","골목상권","3110905","방배노인종합복지관(이수중학교)","108","434","288","68","23","","6","111","181","209","139","141","26","60","348595210"
"20212","A","골목상권","3110905","방배노인종합복지관(이수중학교)","108","434","288","68","23","","6","111","181","209","139","141","26","60","348595210"
"20211","A","골목상권","3110905","방배노인종합복지관(이수중학교)","108","434","288","68","23","","6","111","181","209","139","141","26","60","348595210"
