기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권배후지_코드,상권배후지_코드_명,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
20202,A,골목상권,3111044,남천초등학교,215,1946,671,29,5,1,33,780,1030,659,150,0,0,53,219491385
20201,A,골목상권,3111044,남천초등학교,215,1946,671,29,5,1,33,780,1030,659,150,0,0,53,219491385
20194,A,골목상권,3111044,남천초등학교,215,1946,671,29,5,1,33,780,1030,659,150,0,0,53,219491385
20224,A,골목상권,3110885,영락고등학교,296,1956,530,47,0,0,585,1395,363,37,20,45,88,53,162265105
20223,A,골목상권,3110885,영락고등학교,298,1963,535,48,1,0,586,1406,364,38,20,45,88,53,162433911
20222,A,골목상권,3110885,영락고등학교,298,1963,535,48,1,0,586,1406,364,38,20,45,88,53,162433911
20221,A,골목상권,3110885,영락고등학교,298,1963,535,48,1,0,586,1406,364,38,20,45,88,53,162433911
20214,A,골목상권,3110885,영락고등학교,298,1963,535,48,1,0,586,1406,364,38,20,45,88,53,162433911
20213,A,골목상권,3110885,영락고등학교,289,2170,602,204,4,0,830,1697,260,121,72,0,0,52,126849020
20212,A,골목상권,3110885,영락고등학교,289,2170,602,204,4,0,830,1697,260,121,72,0,0,52,126849020
20211,A,골목상권,3110885,영락고등학교,289,2170,602,204,4,0,830,1697,260,121,72,0,0,52,126849020
20204,A,골목상권,3110885,영락고등학교,289,2170,602,204,4,0,830,1697,260,121,72,0,0,52,126849020
20203,A,골목상권,3110885,영락고등학교,289,2170,602,204,4,0,830,1697,260,121,72,0,0,52,126849020
20202,A,골목상권,3110885,영락고등학교,289,2170,602,204,4,0,830,1697,260,121,72,0,0,52,126849020
20201,A,골목상권,3110885,영락고등학교,289,2170,602,204,4,0,830,1697,260,121,72,0,0,52,126849020
20194,A,골목상권,3110885,영락고등학교,289,2170,602,204,4,0,830,1697,260,121,72,0,0,52,126849020
20224,A,골목상권,3110886,관악해태어린이공원,130,960,102,11,0,0,361,613,99,0,0,0,0,48,122630742
20223,A,골목상권,3110886,관악해태어린이공원,132,967,107,12,1,0,362,624,100,1,0,0,0,49,123884843
20222,A,골목상권,3110886,관악해태어린이공원,132,967,107,12,1,0,362,624,100,1,0,0,0,49,123884843
20221,A,골목상권,3110886,관악해태어린이공원,132,967,107,12,1,0,362,624,100,1,0,0,0,49,123884843
20214,A,골목상권,3110886,관악해태어린이공원,132,967,107,12,1,0,362,624,100,1,0,0,0,49,123884843
20213,A,골목상권,3110886,관악해태어린이공원,132,1043,109,12,1,0,514,600,50,1,0,0,0,48,108977204
20212,A,골목상권,3110886,관악해태어린이공원,132,1043,109,12,1,0,514,600,50,1,0,0,0,48,108977204
20211,A,골목상권,3110886,관악해태어린이공원,132,1043,109,12,1,0,514,600,50,1,0,0,0,48,108977204
20204,A,골목상권,3110886,관악해태어린이공원,132,1043,109,12,1,0,514,600,50,1,0,0,0,48,108977204
20203,A,골목상권,3110886,관악해태어린이공원,132,1043,109,12,1,0,514,600,50,1,0,0,0,48,108977204
20202,A,골목상권,3110886,관악해태어린이공원,132,1043,109,12,1,0,514,600,50,1,0,0,0,48,108977204
20201,A,골목상권,3110886,관악해태어린이공원,132,1043,109,12,1,0,514,600,50,1,0,0,0,48,108977204
20194,A,골목상권,3110886,관악해태어린이공원,132,1043,109,12,1,0,514,600,50,1,0,0,0,48,108977204
20224,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),51,385,181,12,0,0,71,159,190,56,83,19,0,59,227429387
20223,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),51,385,181,12,0,0,71,159,190,56,83,19,0,59,227429387
20222,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),51,385,181,12,0,0,71,159,190,56,83,19,0,59,227429387
20221,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),51,385,181,12,0,0,71,159,190,56,83,19,0,59,227429387
20202,A,골목상권,3111011,잠실나루역,31,764,1664,896,72,0,0,0,0,8,336,0,3052,88,937823064
20214,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),51,385,181,12,0,0,71,159,190,56,83,19,0,59,227429387
20213,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),49,849,832,42,0,0,131,298,736,523,35,0,0,58,187002156
20212,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),49,849,832,42,0,0,131,298,736,523,35,0,0,58,187002156
20211,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),49,849,832,42,0,0,131,298,736,523,35,0,0,58,187002156
20204,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),49,849,832,42,0,0,131,298,736,523,35,0,0,58,187002156
20203,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),49,849,832,42,0,0,131,298,736,523,35,0,0,58,187002156
20202,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),49,849,832,42,0,0,131,298,736,523,35,0,0,58,187002156
20201,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),49,849,832,42,0,0,131,298,736,523,35,0,0,58,187002156
20194,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),49,849,832,42,0,0,131,298,736,523,35,0,0,58,187002156
20232,A,골목상권,3111011,잠실나루역,30,60,167,120,12,0,0,0,0,0,0,16,343,89,1396482323
20224,A,골목상권,3111009,송파책박물관,254,1739,452,24,2,0,45,765,962,336,78,31,0,51,237460523
20223,A,골목상권,3111009,송파책박물관,258,1764,460,24,2,0,45,786,974,336,78,31,0,51,236805345
20222,A,골목상권,3111009,송파책박물관,258,1764,460,24,2,0,45,786,974,336,78,31,0,51,236805345
20221,A,골목상권,3111009,송파책박물관,258,1764,460,24,2,0,45,786,974,336,78,31,0,51,236805345
20214,A,골목상권,3111009,송파책박물관,258,1764,460,24,2,0,45,786,974,336,78,31,0,51,236805345
20213,A,골목상권,3111009,송파책박물관,265,1898,515,26,3,0,79,952,1055,311,38,7,0,51,221519928
20212,A,골목상권,3111009,송파책박물관,265,1898,515,26,3,0,79,952,1055,311,38,7,0,51,221519928
20211,A,골목상권,3111009,송파책박물관,265,1898,515,26,3,0,79,952,1055,311,38,7,0,51,221519928
20204,A,골목상권,3111009,송파책박물관,265,1898,515,26,3,0,79,952,1055,311,38,7,0,51,221519928
20203,A,골목상권,3111009,송파책박물관,265,1898,515,26,3,0,79,952,1055,311,38,7,0,51,221519928
20202,A,골목상권,3111009,송파책박물관,265,1898,515,26,3,0,79,952,1055,311,38,7,0,51,221519928
20201,A,골목상권,3111009,송파책박물관,265,1898,515,26,3,0,79,952,1055,311,38,7,0,51,221519928
20194,A,골목상권,3111009,송파책박물관,265,1898,515,26,3,0,79,952,1055,311,38,7,0,51,221519928
20224,A,골목상권,3111010,석촌역 7번,684,5000,824,159,43,4,279,2805,1930,602,221,39,154,48,232916610
20223,A,골목상권,3111010,석촌역 7번,687,5030,824,159,43,4,279,2832,1933,602,221,39,154,48,232586055
20222,A,골목상권,3111010,석촌역 7번,687,5030,824,159,43,4,279,2832,1933,602,221,39,154,48,232586055
20221,A,골목상권,3111010,석촌역 7번,687,5030,824,159,43,4,279,2832,1933,602,221,39,154,48,232586055
20214,A,골목상권,3111010,석촌역 7번,687,5030,824,159,43,4,279,2832,1933,602,221,39,154,48,232586055
20213,A,골목상권,3111010,석촌역 7번,688,5644,1144,257,192,7,538,3400,1837,543,177,110,639,48,213894266
20212,A,골목상권,3111010,석촌역 7번,688,5644,1144,257,192,7,538,3400,1837,543,177,110,639,48,213894266
20211,A,골목상권,3111010,석촌역 7번,688,5644,1144,257,192,7,538,3400,1837,543,177,110,639,48,213894266
20204,A,골목상권,3111010,석촌역 7번,688,5644,1144,257,192,7,538,3400,1837,543,177,110,639,48,213894266
20203,A,골목상권,3111010,석촌역 7번,688,5644,1144,257,192,7,538,3400,1837,543,177,110,639,48,213894266
20202,A,골목상권,3111010,석촌역 7번,688,5644,1144,257,192,7,538,3400,1837,543,177,110,639,48,213894266
20201,A,골목상권,3111010,석촌역 7번,688,5644,1144,257,192,7,538,3400,1837,543,177,110,639,48,213894266
20194,A,골목상권,3111010,석촌역 7번,688,5644,1144,257,192,7,538,3400,1837,543,177,110,639,48,213894266
20224,A,골목상권,3111011,잠실나루역,30,60,167,120,12,0,0,0,0,0,0,16,343,89,1396482323
20223,A,골목상권,3111011,잠실나루역,30,60,167,120,12,0,0,0,0,0,0,16,343,89,1396482323
20222,A,골목상권,3111011,잠실나루역,30,60,167,120,12,0,0,0,0,0,0,16,343,89,1396482323
20221,A,골목상권,3111011,잠실나루역,30,60,167,120,12,0,0,0,0,0,0,16,343,89,1396482323
20214,A,골목상권,3111011,잠실나루역,30,60,167,120,12,0,0,0,0,0,0,16,343,89,1396482323
20213,A,골목상권,3111011,잠실나루역,31,764,1664,896,72,0,0,0,0,8,336,0,3052,88,937823064
20212,A,골목상권,3111011,잠실나루역,31,764,1664,896,72,0,0,0,0,8,336,0,3052,88,937823064
20211,A,골목상권,3111011,잠실나루역,31,764,1664,896,72,0,0,0,0,8,336,0,3052,88,937823064
20204,A,골목상권,3111011,잠실나루역,31,764,1664,896,72,0,0,0,0,8,336,0,3052,88,937823064
20203,A,골목상권,3111011,잠실나루역,31,764,1664,896,72,0,0,0,0,8,336,0,3052,88,937823064
20201,A,골목상권,3111011,잠실나루역,31,764,1664,896,72,0,0,0,0,8,336,0,3052,88,937823064
20194,A,골목상권,3111011,잠실나루역,31,764,1664,896,72,0,0,0,0,8,336,0,3052,88,937823064
20224,A,골목상권,3111012,석촌역 6번,582,4030,862,74,16,0,146,1999,1897,582,199,32,127,49,242369441
20223,A,골목상권,3111012,석촌역 6번,588,4075,863,74,16,0,146,2035,1905,584,199,32,127,49,241813834
20222,A,골목상권,3111012,석촌역 6번,588,4075,863,74,16,0,146,2035,1905,584,199,32,127,49,241813834
20221,A,골목상권,3111012,석촌역 6번,588,4075,863,74,16,0,146,2035,1905,584,199,32,127,49,241813834
20214,A,골목상권,3111012,석촌역 6번,588,4075,863,74,16,0,146,2035,1905,584,199,32,127,49,241813834
20213,A,골목상권,3111012,석촌역 6번,600,4446,1289,80,16,0,306,2457,1799,533,146,117,473,49,223593972
20212,A,골목상권,3111012,석촌역 6번,600,4446,1289,80,16,0,306,2457,1799,533,146,117,473,49,223593972
20211,A,골목상권,3111012,석촌역 6번,600,4446,1289,80,16,0,306,2457,1799,533,146,117,473,49,223593972
20204,A,골목상권,3111012,석촌역 6번,600,4446,1289,80,16,0,306,2457,1799,533,146,117,473,49,223593972
20203,A,골목상권,3111012,석촌역 6번,600,4446,1289,80,16,0,306,2457,1799,533,146,117,473,49,223593972
20202,A,골목상권,3111012,석촌역 6번,600,4446,1289,80,16,0,306,2457,1799,533,146,117,473,49,223593972
20201,A,골목상권,3111012,석촌역 6번,600,4446,1289,80,16,0,306,2457,1799,533,146,117,473,49,223593972
20194,A,골목상권,3111012,석촌역 6번,600,4446,1289,80,16,0,306,2457,1799,533,146,117,473,49,223593972
20224,A,골목상권,3111013,송파나루역 1번(송리단길),529,3737,641,66,42,38,225,1805,1792,462,105,42,93,48,230400224
20223,A,골목상권,3111013,송파나루역 1번(송리단길),534,3761,670,66,42,38,226,1817,1804,463,125,49,93,49,231640594
20222,A,골목상권,3111013,송파나루역 1번(송리단길),534,3761,670,66,42,38,226,1817,1804,463,125,49,93,49,231640594
20221,A,골목상권,3111013,송파나루역 1번(송리단길),534,3761,670,66,42,38,226,1817,1804,463,125,49,93,49,231640594
20214,A,골목상권,3111013,송파나루역 1번(송리단길),534,3761,670,66,42,38,226,1817,1804,463,125,49,93,49,231640594
20213,A,골목상권,3111013,송파나루역 1번(송리단길),537,4103,866,75,159,110,440,2196,1675,325,209,128,340,49,212038062
20212,A,골목상권,3111013,송파나루역 1번(송리단길),537,4103,866,75,159,110,440,2196,1675,325,209,128,340,49,212038062
20211,A,골목상권,3111013,송파나루역 1번(송리단길),537,4103,866,75,159,110,440,2196,1675,325,209,128,340,49,212038062
20204,A,골목상권,3111013,송파나루역 1번(송리단길),537,4103,866,75,159,110,440,2196,1675,325,209,128,340,49,212038062
20203,A,골목상권,3111013,송파나루역 1번(송리단길),537,4103,866,75,159,110,440,2196,1675,325,209,128,340,49,212038062
20202,A,골목상권,3111013,송파나루역 1번(송리단길),537,4103,866,75,159,110,440,2196,1675,325,209,128,340,49,212038062
20201,A,골목상권,3111013,송파나루역 1번(송리단길),537,4103,866,75,159,110,440,2196,1675,325,209,128,340,49,212038062
20194,A,골목상권,3111013,송파나루역 1번(송리단길),537,4103,866,75,159,110,440,2196,1675,325,209,128,340,49,212038062
20224,A,골목상권,3111045,개미어린이공원,99,491,193,54,48,0,1,61,168,262,125,52,117,61,386977318
20223,A,골목상권,3111045,개미어린이공원,100,502,193,54,48,0,1,61,179,262,125,52,117,61,385208378
20222,A,골목상권,3111045,개미어린이공원,100,502,193,54,48,0,1,61,179,262,125,52,117,61,385208378
20221,A,골목상권,3111045,개미어린이공원,100,502,193,54,48,0,1,61,179,262,125,52,117,61,385208378
20214,A,골목상권,3111045,개미어린이공원,100,502,193,54,48,0,1,61,179,262,125,52,117,61,385208378
20213,A,골목상권,3111045,개미어린이공원,112,1034,335,212,181,0,3,496,586,237,169,175,96,62,272594923
20212,A,골목상권,3111045,개미어린이공원,112,1034,335,212,181,0,3,496,586,237,169,175,96,62,272594923
20211,A,골목상권,3111045,개미어린이공원,112,1034,335,212,181,0,3,496,586,237,169,175,96,62,272594923
20204,A,골목상권,3111045,개미어린이공원,112,1034,335,212,181,0,3,496,586,237,169,175,96,62,272594923
20203,A,골목상권,3111045,개미어린이공원,112,1034,335,212,181,0,3,496,586,237,169,175,96,62,272594923
20202,A,골목상권,3111045,개미어린이공원,112,1034,335,212,181,0,3,496,586,237,169,175,96,62,272594923
20201,A,골목상권,3111045,개미어린이공원,112,1034,335,212,181,0,3,496,586,237,169,175,96,62,272594923
20194,A,골목상권,3111045,개미어린이공원,112,1034,335,212,181,0,3,496,586,237,169,175,96,62,272594923
20224,A,골목상권,3111046,마천역(마천초등학교),310,1898,501,31,1,0,5,210,750,1004,319,112,31,54,327341028
20223,A,골목상권,3111046,마천역(마천초등학교),310,1906,501,31,1,0,5,214,754,1004,319,112,31,54,326911009
20222,A,골목상권,3111046,마천역(마천초등학교),310,1906,501,31,1,0,5,214,754,1004,319,112,31,54,326911009
20221,A,골목상권,3111046,마천역(마천초등학교),310,1906,501,31,1,0,5,214,754,1004,319,112,31,54,326911009
20214,A,골목상권,3111046,마천역(마천초등학교),310,1906,501,31,1,0,5,214,754,1004,319,112,31,54,326911009
20213,A,골목상권,3111046,마천역(마천초등학교),360,2437,1083,172,12,4,18,463,1628,1037,534,28,0,59,265937722
20212,A,골목상권,3111046,마천역(마천초등학교),360,2437,1083,172,12,4,18,463,1628,1037,534,28,0,59,265937722
20211,A,골목상권,3111046,마천역(마천초등학교),360,2437,1083,172,12,4,18,463,1628,1037,534,28,0,59,265937722
20204,A,골목상권,3111046,마천역(마천초등학교),360,2437,1083,172,12,4,18,463,1628,1037,534,28,0,59,265937722
20203,A,골목상권,3111046,마천역(마천초등학교),360,2437,1083,172,12,4,18,463,1628,1037,534,28,0,59,265937722
20202,A,골목상권,3111046,마천역(마천초등학교),360,2437,1083,172,12,4,18,463,1628,1037,534,28,0,59,265937722
20201,A,골목상권,3111046,마천역(마천초등학교),360,2437,1083,172,12,4,18,463,1628,1037,534,28,0,59,265937722
20194,A,골목상권,3111046,마천역(마천초등학교),360,2437,1083,172,12,4,18,463,1628,1037,534,28,0,59,265937722
20224,A,골목상권,3111047,마천1치안센터,205,1256,358,114,0,0,0,52,331,845,205,103,192,57,374722837
20223,A,골목상권,3111047,마천1치안센터,204,1256,358,114,0,0,0,52,331,845,205,103,192,57,374722837
20222,A,골목상권,3111047,마천1치안센터,204,1256,358,114,0,0,0,52,331,845,205,103,192,57,374722837
20221,A,골목상권,3111047,마천1치안센터,204,1256,358,114,0,0,0,52,331,845,205,103,192,57,374722837
20214,A,골목상권,3111047,마천1치안센터,204,1256,358,114,0,0,0,52,331,845,205,103,192,57,374722837
20213,A,골목상권,3111047,마천1치안센터,243,2460,1110,356,8,3,4,275,1505,1015,926,212,0,62,289875921
20212,A,골목상권,3111047,마천1치안센터,243,2460,1110,356,8,3,4,275,1505,1015,926,212,0,62,289875921
20211,A,골목상권,3111047,마천1치안센터,243,2460,1110,356,8,3,4,275,1505,1015,926,212,0,62,289875921
20204,A,골목상권,3111047,마천1치안센터,243,2460,1110,356,8,3,4,275,1505,1015,926,212,0,62,289875921
20203,A,골목상권,3111047,마천1치안센터,243,2460,1110,356,8,3,4,275,1505,1015,926,212,0,62,289875921
20202,A,골목상권,3111047,마천1치안센터,243,2460,1110,356,8,3,4,275,1505,1015,926,212,0,62,289875921
20201,A,골목상권,3111047,마천1치안센터,243,2460,1110,356,8,3,4,275,1505,1015,926,212,0,62,289875921
20194,A,골목상권,3111047,마천1치안센터,243,2460,1110,356,8,3,4,275,1505,1015,926,212,0,62,289875921
20224,A,골목상권,3110826,장승배기역 4번,264,1452,727,62,13,0,130,686,947,103,95,86,207,58,269468872
20223,A,골목상권,3110826,장승배기역 4번,266,1458,733,63,13,0,131,697,947,104,95,86,207,58,268799584
20222,A,골목상권,3110826,장승배기역 4번,266,1458,733,63,13,0,131,697,947,104,95,86,207,58,268799584
20221,A,골목상권,3110826,장승배기역 4번,266,1458,733,63,13,0,131,697,947,104,95,86,207,58,268799584
20214,A,골목상권,3110826,장승배기역 4번,266,1458,733,63,13,0,131,697,947,104,95,86,207,58,268799584
20213,A,골목상권,3110826,장승배기역 4번,280,2553,1467,236,13,0,322,1588,860,227,440,398,434,56,216843401
20212,A,골목상권,3110826,장승배기역 4번,280,2553,1467,236,13,0,322,1588,860,227,440,398,434,56,216843401
20211,A,골목상권,3110826,장승배기역 4번,280,2553,1467,236,13,0,322,1588,860,227,440,398,434,56,216843401
20204,A,골목상권,3110826,장승배기역 4번,280,2553,1467,236,13,0,322,1588,860,227,440,398,434,56,216843401
20203,A,골목상권,3110826,장승배기역 4번,280,2553,1467,236,13,0,322,1588,860,227,440,398,434,56,216843401
20202,A,골목상권,3110826,장승배기역 4번,280,2553,1467,236,13,0,322,1588,860,227,440,398,434,56,216843401
20201,A,골목상권,3110826,장승배기역 4번,280,2553,1467,236,13,0,322,1588,860,227,440,398,434,56,216843401
20194,A,골목상권,3110826,장승배기역 4번,280,2553,1467,236,13,0,322,1588,860,227,440,398,434,56,216843401
20224,A,골목상권,3110827,NH농협은행 상도동지점,220,1417,403,22,2,0,180,852,729,9,9,13,52,53,187417749
20223,A,골목상권,3110827,NH농협은행 상도동지점,223,1425,409,23,2,0,181,865,729,10,9,13,52,53,187253028
20222,A,골목상권,3110827,NH농협은행 상도동지점,223,1425,409,23,2,0,181,865,729,10,9,13,52,53,187253028
20221,A,골목상권,3110827,NH농협은행 상도동지점,223,1425,409,23,2,0,181,865,729,10,9,13,52,53,187253028
20214,A,골목상권,3110827,NH농협은행 상도동지점,223,1425,409,23,2,0,181,865,729,10,9,13,52,53,187253028
20213,A,골목상권,3110827,NH농협은행 상도동지점,230,1696,578,93,2,0,295,1130,549,27,288,80,0,53,167232652
20212,A,골목상권,3110827,NH농협은행 상도동지점,230,1696,578,93,2,0,295,1130,549,27,288,80,0,53,167232652
20211,A,골목상권,3110827,NH농협은행 상도동지점,230,1696,578,93,2,0,295,1130,549,27,288,80,0,53,167232652
20204,A,골목상권,3110827,NH농협은행 상도동지점,230,1696,578,93,2,0,295,1130,549,27,288,80,0,53,167232652
20203,A,골목상권,3110827,NH농협은행 상도동지점,230,1696,578,93,2,0,295,1130,549,27,288,80,0,53,167232652
20202,A,골목상권,3110827,NH농협은행 상도동지점,230,1696,578,93,2,0,295,1130,549,27,288,80,0,53,167232652
20201,A,골목상권,3110827,NH농협은행 상도동지점,230,1696,578,93,2,0,295,1130,549,27,288,80,0,53,167232652
20194,A,골목상권,3110827,NH농협은행 상도동지점,230,1696,578,93,2,0,295,1130,549,27,288,80,0,53,167232652
20224,A,골목상권,3110828,노량진역 6번,174,898,423,33,26,0,0,71,188,285,347,291,198,58,445067260
20223,A,골목상권,3110828,노량진역 6번,174,898,423,33,26,0,0,71,188,285,347,291,198,58,445067260
20222,A,골목상권,3110828,노량진역 6번,174,898,423,33,26,0,0,71,188,285,347,291,198,58,445067260
20221,A,골목상권,3110828,노량진역 6번,174,898,423,33,26,0,0,71,188,285,347,291,198,58,445067260
20214,A,골목상권,3110828,노량진역 6번,174,898,423,33,26,0,0,71,188,285,347,291,198,58,445067260
20213,A,골목상권,3110828,노량진역 6번,179,1309,980,66,124,0,54,241,607,633,678,167,99,58,298563595
20212,A,골목상권,3110828,노량진역 6번,179,1309,980,66,124,0,54,241,607,633,678,167,99,58,298563595
20211,A,골목상권,3110828,노량진역 6번,179,1309,980,66,124,0,54,241,607,633,678,167,99,58,298563595
20204,A,골목상권,3110828,노량진역 6번,179,1309,980,66,124,0,54,241,607,633,678,167,99,58,298563595
20203,A,골목상권,3110828,노량진역 6번,179,1309,980,66,124,0,54,241,607,633,678,167,99,58,298563595
20202,A,골목상권,3110828,노량진역 6번,179,1309,980,66,124,0,54,241,607,633,678,167,99,58,298563595
20201,A,골목상권,3110828,노량진역 6번,179,1309,980,66,124,0,54,241,607,633,678,167,99,58,298563595
20194,A,골목상권,3110828,노량진역 6번,179,1309,980,66,124,0,54,241,607,633,678,167,99,58,298563595
20224,A,골목상권,3110852,이수역 9번,78,475,131,15,2,0,47,263,207,65,4,1,36,49,247181886
20223,A,골목상권,3110852,이수역 9번,79,481,131,15,2,0,47,268,208,65,4,1,36,49,245998149
20222,A,골목상권,3110852,이수역 9번,79,481,131,15,2,0,47,268,208,65,4,1,36,49,245998149
20221,A,골목상권,3110852,이수역 9번,79,481,131,15,2,0,47,268,208,65,4,1,36,49,245998149
20214,A,골목상권,3110852,이수역 9번,79,481,131,15,2,0,47,268,208,65,4,1,36,49,245998149
20213,A,골목상권,3110852,이수역 9번,93,588,315,107,24,0,79,374,251,16,12,1,301,49,212358952
20212,A,골목상권,3110852,이수역 9번,93,588,315,107,24,0,79,374,251,16,12,1,301,49,212358952
20211,A,골목상권,3110852,이수역 9번,93,588,315,107,24,0,79,374,251,16,12,1,301,49,212358952
20204,A,골목상권,3110852,이수역 9번,93,588,315,107,24,0,79,374,251,16,12,1,301,49,212358952
20203,A,골목상권,3110852,이수역 9번,93,588,315,107,24,0,79,374,251,16,12,1,301,49,212358952
20202,A,골목상권,3110852,이수역 9번,93,588,315,107,24,0,79,374,251,16,12,1,301,49,212358952
20201,A,골목상권,3110852,이수역 9번,93,588,315,107,24,0,79,374,251,16,12,1,301,49,212358952
20194,A,골목상권,3110852,이수역 9번,93,588,315,107,24,0,79,374,251,16,12,1,301,49,212358952
20224,A,골목상권,3110853,KT구로지사,102,846,144,13,0,0,160,617,186,18,10,12,0,45,167781892
20223,A,골목상권,3110853,KT구로지사,104,864,145,13,0,0,172,623,187,18,10,12,0,45,166658454
20222,A,골목상권,3110853,KT구로지사,104,864,145,13,0,0,172,623,187,18,10,12,0,45,166658454
20221,A,골목상권,3110853,KT구로지사,104,864,145,13,0,0,172,623,187,18,10,12,0,45,166658454
20214,A,골목상권,3110853,KT구로지사,104,864,145,13,0,0,172,623,187,18,10,12,0,45,166658454
20213,A,골목상권,3110853,KT구로지사,106,1364,543,21,1,0,335,795,641,158,0,0,0,46,154969056
20212,A,골목상권,3110853,KT구로지사,106,1364,543,21,1,0,335,795,641,158,0,0,0,46,154969056
20211,A,골목상권,3110853,KT구로지사,106,1364,543,21,1,0,335,795,641,158,0,0,0,46,154969056
20204,A,골목상권,3110853,KT구로지사,106,1364,543,21,1,0,335,795,641,158,0,0,0,46,154969056
20203,A,골목상권,3110853,KT구로지사,106,1364,543,21,1,0,335,795,641,158,0,0,0,46,154969056
20202,A,골목상권,3110853,KT구로지사,106,1364,543,21,1,0,335,795,641,158,0,0,0,46,154969056
20201,A,골목상권,3110853,KT구로지사,106,1364,543,21,1,0,335,795,641,158,0,0,0,46,154969056
20194,A,골목상권,3110853,KT구로지사,106,1364,543,21,1,0,335,795,641,158,0,0,0,46,154969056
20224,A,골목상권,3110854,조원동주민센터,113,817,229,26,0,0,98,565,327,31,37,4,10,51,189119526
20223,A,골목상권,3110854,조원동주민센터,114,827,229,26,0,0,108,565,327,31,37,4,10,51,188222196
20222,A,골목상권,3110854,조원동주민센터,114,827,229,26,0,0,108,565,327,31,37,4,10,51,188222196
20221,A,골목상권,3110854,조원동주민센터,114,827,229,26,0,0,108,565,327,31,37,4,10,51,188222196
20214,A,골목상권,3110854,조원동주민센터,114,827,229,26,0,0,108,565,327,31,37,4,10,51,188222196
20213,A,골목상권,3110854,조원동주민센터,124,1527,583,129,1,0,183,689,934,371,38,25,0,52,175376619
20212,A,골목상권,3110854,조원동주민센터,124,1527,583,129,1,0,183,689,934,371,38,25,0,52,175376619
20211,A,골목상권,3110854,조원동주민센터,124,1527,583,129,1,0,183,689,934,371,38,25,0,52,175376619
20204,A,골목상권,3110854,조원동주민센터,124,1527,583,129,1,0,183,689,934,371,38,25,0,52,175376619
20203,A,골목상권,3110854,조원동주민센터,124,1527,583,129,1,0,183,689,934,371,38,25,0,52,175376619
20202,A,골목상권,3110854,조원동주민센터,124,1527,583,129,1,0,183,689,934,371,38,25,0,52,175376619
20201,A,골목상권,3110854,조원동주민센터,124,1527,583,129,1,0,183,689,934,371,38,25,0,52,175376619
20194,A,골목상권,3110854,조원동주민센터,124,1527,583,129,1,0,183,689,934,371,38,25,0,52,175376619
20224,A,골목상권,3110855,신대방역 2번,186,1336,347,58,4,0,273,770,480,62,78,47,35,49,197767170
20223,A,골목상권,3110855,신대방역 2번,187,1346,347,58,4,0,275,778,480,62,78,47,35,49,197020602
20222,A,골목상권,3110855,신대방역 2번,187,1346,347,58,4,0,275,778,480,62,78,47,35,49,197020602
20221,A,골목상권,3110855,신대방역 2번,187,1346,347,58,4,0,275,778,480,62,78,47,35,49,197020602
20214,A,골목상권,3110855,신대방역 2번,187,1346,347,58,4,0,275,778,480,62,78,47,35,49,197020602
20213,A,골목상권,3110855,신대방역 2번,192,1927,1039,329,41,0,636,978,672,596,295,159,0,49,173943099
20212,A,골목상권,3110855,신대방역 2번,192,1927,1039,329,41,0,636,978,672,596,295,159,0,49,173943099
20211,A,골목상권,3110855,신대방역 2번,192,1927,1039,329,41,0,636,978,672,596,295,159,0,49,173943099
20204,A,골목상권,3110855,신대방역 2번,192,1927,1039,329,41,0,636,978,672,596,295,159,0,49,173943099
20203,A,골목상권,3110855,신대방역 2번,192,1927,1039,329,41,0,636,978,672,596,295,159,0,49,173943099
20202,A,골목상권,3110855,신대방역 2번,192,1927,1039,329,41,0,636,978,672,596,295,159,0,49,173943099
20201,A,골목상권,3110855,신대방역 2번,192,1927,1039,329,41,0,636,978,672,596,295,159,0,49,173943099
20194,A,골목상권,3110855,신대방역 2번,192,1927,1039,329,41,0,636,978,672,596,295,159,0,49,173943099
20224,A,골목상권,3110949,한남IC,55,210,94,87,86,57,0,86,59,71,23,21,274,89,961442591
20223,A,골목상권,3110949,한남IC,58,240,95,87,86,57,0,97,66,83,24,21,274,86,925966086
20222,A,골목상권,3110949,한남IC,58,240,95,87,86,57,0,97,66,83,24,21,274,86,925966086
